Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
Q9H6Q4-3;Q9H6Q4;H3BSH2;I3L2A3;H3BSJ7;Q9H6Q4-2	Q9H6Q4-3;Q9H6Q4;H3BSH2;I3L2A3;H3BSJ7;Q9H6Q4-2	4;4;3;2;2;2	4;4;3;2;2;2	4;4;3;2;2;2	Cytosolic Fe-S cluster assembly factor NARFL	NARFL	6	4	4	4
Q9H6R7;Q9H6R7-3;Q9H6R7-2	Q9H6R7;Q9H6R7-3;Q9H6R7-2	3;2;2	3;2;2	3;2;2	WD repeat and coiled-coil-containing protein C2orf44	C2orf44	3	3	3	3
Q9H6S0	Q9H6S0	2	2	2	Probable ATP-dependent RNA helicase YTHDC2	YTHDC2	1	2	2	2
Q9H6T3;Q9H6T3-3;Q9H6T3-2	Q9H6T3;Q9H6T3-3;Q9H6T3-2	9;8;8	9;8;8	9;8;8	RNA polymerase II-associated protein 3	RPAP3	3	9	9	9
Q9H6U6;Q9H6U6-8;Q9H6U6-2;Q9H6U6-7;Q9H6U6-3;K7ESE9;Q9H6U6-6;K7EJU7	Q9H6U6;Q9H6U6-8;Q9H6U6-2;Q9H6U6-7;Q9H6U6-3;K7ESE9;Q9H6U6-6	10;10;9;9;9;8;7;1	10;10;9;9;9;8;7;1	10;10;9;9;9;8;7;1	Breast carcinoma-amplified sequence 3	BCAS3	8	10	10	10
Q9H6W3;Q9H6W3-2	Q9H6W3;Q9H6W3-2	4;2	4;2	4;2	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	NO66	2	4	4	4
Q9H6Y2;G3V1J0;Q9H6Y2-2	Q9H6Y2;G3V1J0;Q9H6Y2-2	2;1;1	2;1;1	2;1;1	WD repeat-containing protein 55	WDR55	3	2	2	2
Q9H773;H3BSA6;H3BPN2	Q9H773	8;3;2	8;3;2	8;3;2	dCTP pyrophosphatase 1	DCTPP1	3	8	8	8
Q9H7B4;B0QZ88;Q9H7B4-2;Q9H7B4-3	Q9H7B4;B0QZ88;Q9H7B4-2;Q9H7B4-3	8;4;4;4	8;4;4;4	8;4;4;4	Histone-lysine N-methyltransferase SMYD3	SMYD3	4	8	8	8
Q9H7D7-2;Q9H7D7;H0Y9R3;H0Y917;Q9H7D7-3;Q9H7D7-4	Q9H7D7-2;Q9H7D7;H0Y9R3	4;4;3;1;1;1	4;4;3;1;1;1	4;4;3;1;1;1	WD repeat-containing protein 26	WDR26	6	4	4	4
Q9H7E2-3;Q9H7E2-2;Q9H7E2;F2Z2Y2;B1AMN9	Q9H7E2-3;Q9H7E2-2;Q9H7E2	6;4;4;1;1	6;4;4;1;1	6;4;4;1;1	Tudor domain-containing protein 3	TDRD3	5	6	6	6
Q9H7N4	Q9H7N4	4	4	4	Splicing factor, arginine/serine-rich 19	SCAF1	1	4	4	4
Q9H7P6;Q9H7P6-2;F8W922	Q9H7P6;Q9H7P6-2;F8W922	4;3;2	4;3;2	4;3;2	Multivesicular body subunit 12B	MVB12B	3	4	4	4
Q9H7Z7	Q9H7Z7	1	1	1	Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form	PTGES2	1	1	1	1
Q9H814	Q9H814	12	12	12	Phosphorylated adapter RNA export protein	PHAX	1	12	12	12
Q9H845;H0Y8Z9;D6RCD8	Q9H845;H0Y8Z9	7;4;2	7;4;2	6;4;1	Acyl-CoA dehydrogenase family member 9, mitochondrial	ACAD9	3	7	7	6
Q9H857-3;Q9H857-2;Q9H857-4;Q9H857;H7C519	Q9H857-3;Q9H857-2;Q9H857-4;Q9H857	3;3;2;2;1	3;3;2;2;1	3;3;2;2;1	5-nucleotidase domain-containing protein 2	NT5DC2	5	3	3	3
Q9H871;Q9H871-2;D6RER3;D6RIF9;F5H6G4;Q96G75-2;Q96G75	Q9H871	9;3;1;1;1;1;1	9;3;1;1;1;1;1	9;3;1;1;1;1;1	Protein RMD5 homolog A	RMND5A	7	9	9	9
Q9H8S9;Q9H8S9-2	Q9H8S9;Q9H8S9-2	4;3	4;3	1;1	MOB kinase activator 1A	MOB1A	2	4	4	1
Q9H8W4	Q9H8W4	2	2	2	Pleckstrin homology domain-containing family F member 2	PLEKHF2	1	2	2	2
Q9H8Y8;Q9H8Y8-3;Q9H8Y8-2;F8WF79;F8WEG2;F8WEH9;F8WBR9	Q9H8Y8;Q9H8Y8-3;Q9H8Y8-2	10;9;6;1;1;1;1	10;9;6;1;1;1;1	10;9;6;1;1;1;1	Golgi reassembly-stacking protein 2	GORASP2	7	10	10	10
Q9H974-4;Q9H974;C9K0B6	Q9H974-4;Q9H974	16;15;3	16;15;3	1;0;0	Queuine tRNA-ribosyltransferase subunit QTRTD1	QTRTD1	3	16	16	1
Q9H9A5-2;Q9H9A5;Q9H9A5-6;E9PCN5;Q9H9A5-5;Q9H9A5-4;Q9H9A5-3;H7C1X9;H7C0K1	Q9H9A5-2;Q9H9A5;Q9H9A5-6;E9PCN5;Q9H9A5-5;Q9H9A5-4;Q9H9A5-3	3;3;3;2;2;2;2;1;1	3;3;3;2;2;2;2;1;1	3;3;3;2;2;2;2;1;1	CCR4-NOT transcription complex subunit 10	CNOT10	9	3	3	3
Q9H9A6	Q9H9A6	3	3	3	Leucine-rich repeat-containing protein 40	LRRC40	1	3	3	3
Q9H9B4;D6RDG7;S4R2X2;D6RFI0;D6RAE9	Q9H9B4	7;3;3;3;2	7;3;3;3;2	7;3;3;3;2	Sideroflexin-1	SFXN1	5	7	7	7
Q9H9D4	Q9H9D4	1	1	1	Zinc finger protein 408	ZNF408	1	1	1	1
Q9H9F9	Q9H9F9	6	6	6	Actin-related protein 5	ACTR5	1	6	6	6
Q9H9H4;F5H1F6;F5H4M0	Q9H9H4;F5H1F6;F5H4M0	5;3;3	5;3;3	5;3;3	Vacuolar protein sorting-associated protein 37B	VPS37B	3	5	5	5
Q9H9J2	Q9H9J2	9	9	9	39S ribosomal protein L44, mitochondrial	MRPL44	1	9	9	9
Q9H9Q2;J3KQ34;A0A087X1P5;J3KQ41;Q9H9Q2-3;J3QT95;J3KQV6;J3QT67;J3QT66;J3QT69;J3QT50;J3QT43	Q9H9Q2;J3KQ34;A0A087X1P5;J3KQ41;Q9H9Q2-3	9;8;7;5;5;3;1;1;1;1;1;1	9;8;7;5;5;3;1;1;1;1;1;1	3;2;1;3;3;1;1;1;1;1;1;1	COP9 signalosome complex subunit 7b	COPS7B	12	9	9	3
Q9H9T3-2;Q9H9T3;B4DKA4;Q9H9T3-4;Q9H9T3-5;E5RHR2;E5RHY2;E5RIC0;E5RIZ7;H0YC54;H0YAP7	Q9H9T3-2;Q9H9T3;B4DKA4;Q9H9T3-4;Q9H9T3-5	13;13;9;9;9;6;4;4;4;1;1	13;13;9;9;9;6;4;4;4;1;1	13;13;9;9;9;6;4;4;4;1;1	Elongator complex protein 3	ELP3	11	13	13	13
Q9H9Y2;X6R7Q1	Q9H9Y2;X6R7Q1	2;1	2;1	2;1	Ribosome production factor 1	RPF1	2	2	2	2
Q9H9Y4;Q5JYG4;Q5JYG3	Q9H9Y4;Q5JYG4	3;2;1	3;2;1	3;2;1	GPN-loop GTPase 2	GPN2	3	3	3	3
Q9H9Y6-2;Q9H9Y6;Q9H9Y6-3;Q9H9Y6-5;F8WDS4;F8WAK7;F8WBB9;F8WCS3;C9JJG2;C9JS83;Q9H9Y6-4	Q9H9Y6-2;Q9H9Y6;Q9H9Y6-3;Q9H9Y6-5;F8WDS4;F8WAK7;F8WBB9;F8WCS3;C9JJG2;C9JS83	4;4;4;3;2;2;2;2;2;2;1	4;4;4;3;2;2;2;2;2;2;1	4;4;4;3;2;2;2;2;2;2;1	DNA-directed RNA polymerase I subunit RPA2	POLR1B	11	4	4	4
Q9HA47-3;Q9HA47;Q9HA47-4;G3V170;Q9HA47-2	Q9HA47-3;Q9HA47;Q9HA47-4;G3V170;Q9HA47-2	8;8;8;5;5	6;6;6;5;5	6;6;6;5;5	Uridine-cytidine kinase 1	UCK1	5	8	6	6
Q9HA64;I3L139;I3L2G3;I3L407;I3L3W5	Q9HA64;I3L139;I3L2G3	7;5;4;2;2	7;5;4;2;2	7;5;4;2;2	Ketosamine-3-kinase	FN3KRP	5	7	7	7
Q9HAU5;Q9HAU5-2	Q9HAU5	5;2	5;2	5;2	Regulator of nonsense transcripts 2	UPF2	2	5	5	5
Q9HAV4;E2QRM3;H0Y3Q8;H0Y9I3;H0Y3W3	Q9HAV4	14;3;1;1;1	14;3;1;1;1	14;3;1;1;1	Exportin-5	XPO5	5	14	14	14
Q9HAV7	Q9HAV7	23	23	23	GrpE protein homolog 1, mitochondrial	GRPEL1	1	23	23	23
Q9HAW4-2;Q9HAW4-3;Q9HAW4;E7ESG2	Q9HAW4-2;Q9HAW4-3;Q9HAW4;E7ESG2	10;10;10;9	10;10;10;9	10;10;10;9	Claspin	CLSPN	4	10	10	10
Q9HB07;F8VQQ3;F8VR84;H3BPH3	Q9HB07;F8VQQ3;F8VR84	13;11;10;3	13;11;10;3	13;11;10;3	UPF0160 protein MYG1, mitochondrial	C12orf10	4	13	13	13
Q9HB21	Q9HB21	5	5	5	Pleckstrin homology domain-containing family A member 1	PLEKHA1	1	5	5	5
Q9HB71;Q9HB71-3;B2ZWH1;Q9HB71-2	Q9HB71;Q9HB71-3	29;21;8;8	29;21;8;8	29;21;8;8	Calcyclin-binding protein	CACYBP	4	29	29	29
Q9HBE1-4;Q9HBE1-2;Q9HBE1-3;Q9HBE1	Q9HBE1-4;Q9HBE1-2;Q9HBE1-3;Q9HBE1	3;3;3;3	3;3;3;3	3;3;3;3	POZ-, AT hook-, and zinc finger-containing protein 1	PATZ1	4	3	3	3
Q9HBI0-3;Q9HBI0-2;Q9HBI0;B0QYM9;B0QYN0;U3KQ67;Q9HBI0-5	Q9HBI0-3;Q9HBI0-2;Q9HBI0;B0QYM9;B0QYN0;U3KQ67;Q9HBI0-5	2;2;2;1;1;1;1	2;2;2;1;1;1;1	2;2;2;1;1;1;1	Gamma-parvin	PARVG	7	2	2	2
Q9HBM1;C9JW94	Q9HBM1	7;3	7;3	7;3	Kinetochore protein Spc25	SPC25	2	7	7	7
Q9HC35;B5MBZ0;Q9HC35-2	Q9HC35;B5MBZ0;Q9HC35-2	9;8;8	9;8;8	9;8;8	Echinoderm microtubule-associated protein-like 4	EML4	3	9	9	9
Q9HC36;I3L443	Q9HC36	3;1	3;1	3;1	rRNA methyltransferase 3, mitochondrial	RNMTL1	2	3	3	3
Q9HC52;C9JM54;C9J6K3	Q9HC52	4;1;1	4;1;1	4;1;1	Chromobox protein homolog 8	CBX8	3	4	4	4
Q9HC84	Q9HC84	2	2	2	Mucin-5B	MUC5B	1	2	2	2
Q9HCC0;Q9HCC0-2;D6RD67;D6RDF7;D6R9R1;A0A0G2JM88	Q9HCC0;Q9HCC0-2;D6RD67	16;15;9;6;5;2	16;15;9;6;5;2	16;15;9;6;5;2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	MCCC2	6	16	16	16
Q9HCD5	Q9HCD5	2	2	2	Nuclear receptor coactivator 5	NCOA5	1	2	2	2
Q9HCG8;B7WP74	Q9HCG8;B7WP74	3;2	3;2	3;2	Pre-mRNA-splicing factor CWC22 homolog	CWC22	2	3	3	3
Q9HCJ0;Q9HCJ0-2;A0A1B0GU24;K7EKN9;K7ELY5	Q9HCJ0;Q9HCJ0-2;A0A1B0GU24	6;6;5;1;1	6;6;5;1;1	6;6;5;1;1	Trinucleotide repeat-containing gene 6C protein	TNRC6C	5	6	6	6
Q9HCK8;A0A2R8Y840;Q9HCK8-2;A0A2R8Y4P3;A0A2R8Y808;A0A2R8YFT4;H0YJG4;G3V2T9;H0YJA4;C9JFU2;H7C294;Q8TD26-3	Q9HCK8;A0A2R8Y840;Q9HCK8-2;A0A2R8Y4P3;A0A2R8Y808	14;12;12;9;8;6;6;1;1;1;1;1	14;12;12;9;8;6;6;1;1;1;1;1	13;11;11;9;8;6;5;1;1;0;0;0	Chromodomain-helicase-DNA-binding protein 8	CHD8	12	14	14	13
Q9HCM1	Q9HCM1	2	2	2	Uncharacterized protein KIAA1551	KIAA1551	1	2	2	2
Q9HCN4-3;Q9HCN4-2;Q9HCN4-4;Q9HCN4;Q9HCN4-5	Q9HCN4-3;Q9HCN4-2;Q9HCN4-4;Q9HCN4;Q9HCN4-5	5;5;5;5;5	5;5;5;5;5	5;5;5;5;5	GPN-loop GTPase 1	GPN1	5	5	5	5
Q9HCN8	Q9HCN8	3	3	3	Stromal cell-derived factor 2-like protein 1	SDF2L1	1	3	3	3
Q9HCS7	Q9HCS7	10	10	10	Pre-mRNA-splicing factor SYF1	XAB2	1	10	10	10
Q9HD26-2;F5H1Y4;Q9HD26-3;Q9HD26	Q9HD26-2;F5H1Y4;Q9HD26-3;Q9HD26	5;4;4;4	5;4;4;4	5;4;4;4	Golgi-associated PDZ and coiled-coil motif-containing protein	GOPC	4	5	5	5
Q9HD33;Q9HD33-2;Q9HD33-3	Q9HD33;Q9HD33-2	11;11;5	11;11;5	11;11;5	39S ribosomal protein L47, mitochondrial	MRPL47	3	11	11	11
Q9HD40;Q9HD40-3;J3KP25;D6R969;Q9HD40-2;H0Y9D2	Q9HD40;Q9HD40-3	9;7;2;2;2;1	9;7;2;2;2;1	9;7;2;2;2;1	O-phosphoseryl-tRNA(Sec) selenium transferase	SEPSECS	6	9	9	9
Q9HD47;Q9HD47-2;Q9HD47-4;Q9HD47-3	Q9HD47;Q9HD47-2;Q9HD47-4;Q9HD47-3	7;6;4;4	7;6;4;4	7;6;4;4	Ran guanine nucleotide release factor	RANGRF	4	7	7	7
Q9NNW5;E9PBK6;E9PDU5;A0A087X295;E5RFX3;F8WE36;C9K020	Q9NNW5;E9PBK6;E9PDU5;A0A087X295	3;2;2;2;1;1;1	3;2;2;2;1;1;1	3;2;2;2;1;1;1	WD repeat-containing protein 6	WDR6	7	3	3	3
Q9NP50;H0YGG0;F5H6U2;F5GZ82;Q9NP50-2	Q9NP50;H0YGG0;F5H6U2;F5GZ82;Q9NP50-2	2;1;1;1;1	2;1;1;1;1	2;1;1;1;1	Protein FAM60A	FAM60A	5	2	2	2
Q9NP61-2;Q9NP61;H0Y6A0;B0QYV8	Q9NP61-2;Q9NP61;H0Y6A0	6;6;5;2	6;6;5;2	6;6;5;2	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	4	6	6	6
Q9NP66;H0YNS8;H0YKM5;H0YK55;H0YMS9;H0YKL0	Q9NP66	5;2;2;1;1;1	5;2;2;1;1;1	5;2;2;1;1;1	High mobility group protein 20A	HMG20A	6	5	5	5
Q9NP92	Q9NP92	5	5	5	28S ribosomal protein S30, mitochondrial	MRPS30	1	5	5	5
Q9NP97;B1AKR6;Q8TF09;Q9NP97-2;H3BNG9;H3BPA0;Q7Z4M1;H3BQI1	Q9NP97;B1AKR6;Q8TF09	7;4;4;3;2;2;2;2	7;4;4;3;2;2;2;2	7;4;4;3;2;2;2;2	Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2	DYNLRB1;DYNLRB2	8	7	7	7
Q9NPD3;E9PI41	Q9NPD3	11;5	11;5	6;5	Exosome complex component RRP41	EXOSC4	2	11	11	6
Q9NPE2	Q9NPE2	2	2	2	Neugrin	NGRN	1	2	2	2
Q9NPE3	Q9NPE3	5	5	5	H/ACA ribonucleoprotein complex subunit 3	NOP10	1	5	5	5
Q9NPF4;G3V445;G3V249	Q9NPF4	20;9;3	20;9;3	20;9;3	Probable tRNA N6-adenosine threonylcarbamoyltransferase	OSGEP	3	20	20	20
Q9NPF5;Q5TG40;Q5TG39;Q5TG38	Q9NPF5;Q5TG40	6;3;2;1	6;3;2;1	6;3;2;1	DNA methyltransferase 1-associated protein 1	DMAP1	4	6	6	6
Q9NPI1;Q9NPI1-2	Q9NPI1;Q9NPI1-2	2;2	2;2	2;2	Bromodomain-containing protein 7	BRD7	2	2	2	2
Q9NPI6-2;Q9NPI6;A0A087WVE6;A0A087WT55;A0A087WXD0	Q9NPI6-2;Q9NPI6;A0A087WVE6;A0A087WT55	7;7;4;4;1	7;7;4;4;1	7;7;4;4;1	mRNA-decapping enzyme 1A	DCP1A	5	7	7	7
Q9NPJ6;Q5T911;Q9NPJ6-2	Q9NPJ6;Q5T911;Q9NPJ6-2	3;2;2	3;2;2	3;2;2	Mediator of RNA polymerase II transcription subunit 4	MED4	3	3	3	3
Q9NPQ8-2;Q9NPQ8-4;Q9NPQ8;Q9NPQ8-3;H0YEN0;H0YE35;E9PSI0;H0YC88;E9PI04;E9PMP0	Q9NPQ8-2;Q9NPQ8-4;Q9NPQ8;Q9NPQ8-3	13;13;13;12;6;4;3;2;2;1	13;13;13;12;6;4;3;2;2;1	12;12;12;11;6;3;3;2;2;1	Synembryn-A	RIC8A	10	13	13	12
Q9NQ29-2;Q9NQ29;Q9NQ29-3;F8WBC1;F2Z322	Q9NQ29-2;Q9NQ29;Q9NQ29-3	6;6;5;1;1	2;2;1;1;1	2;2;1;1;1	Putative RNA-binding protein Luc7-like 1	LUC7L	5	6	2	2
Q9NQ48;Q9NQ48-2;Q9NQ48-3;H7C488;C9J0R9	Q9NQ48;Q9NQ48-2;Q9NQ48-3;H7C488	16;15;11;9;3	16;15;11;9;3	16;15;11;9;3	Leucine zipper transcription factor-like protein 1	LZTFL1	5	16	16	16
Q9NQ50	Q9NQ50	6	6	6	39S ribosomal protein L40, mitochondrial	MRPL40	1	6	6	6
Q9NQ92;H9KV77;J3QRX9;J3QRX4;J3QRX6	Q9NQ92;H9KV77	3;2;1;1;1	3;2;1;1;1	3;2;1;1;1	Coordinator of PRMT5 and differentiation stimulator	COPRS	5	3	3	3
Q9NQC3;Q9NQC3-5;Q9NQC3-4;Q9NQC3-6;F8W914;Q9NQC3-2	Q9NQC3;Q9NQC3-5;Q9NQC3-4;Q9NQC3-6	6;3;3;3;2;2	6;3;3;3;2;2	6;3;3;3;2;2	Reticulon-4	RTN4	6	6	6	6
Q9NQG5;A2A2M0;A0A087X2D2;E9PIQ9;E9PQF3;A0A087WUK3	Q9NQG5;A2A2M0	23;12;6;6;4;3	23;12;6;6;4;3	20;12;6;3;3;3	Regulation of nuclear pre-mRNA domain-containing protein 1B	RPRD1B	6	23	23	20
Q9NQG7-3;Q9NQG7;Q9NQG7-4;F1LLU8;Q9NQG7-2	Q9NQG7-3;Q9NQG7;Q9NQG7-4;F1LLU8;Q9NQG7-2	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Hermansky-Pudlak syndrome 4 protein	HPS4	5	2	2	2
Q9NQP4;E9PQY2	Q9NQP4;E9PQY2	10;9	10;9	10;9	Prefoldin subunit 4	PFDN4	2	10	10	10
Q9NQT5-2;Q9NQT5	Q9NQT5-2;Q9NQT5	4;4	4;4	4;4	Exosome complex component RRP40	EXOSC3	2	4	4	4
Q9NQT8;E7ERX9	Q9NQT8;E7ERX9	11;8	11;8	10;7	Kinesin-like protein KIF13B;Kinesin-like protein	KIF13B	2	11	11	10
Q9NQW7;Q9NQW7-2;Q5T6H7;Q5T6H2;Q5T6H3;A0A2R8YCE9	Q9NQW7;Q9NQW7-2;Q5T6H7	39;36;33;16;13;1	2;2;0;2;2;0	2;2;0;2;2;0	Xaa-Pro aminopeptidase 1	XPNPEP1	6	39	2	2
Q9NQW7-3;Q9NQW7-4	Q9NQW7-3;Q9NQW7-4	42;39	42;39	5;5	Xaa-Pro aminopeptidase 1	XPNPEP1	2	42	42	5
Q9NQX3;Q9NQX3-2;F5H039;G3V582;H0YJ30;G3V4R0;G3V355;G3V4D2;H0YJR5	Q9NQX3;Q9NQX3-2;F5H039;G3V582;H0YJ30	26;26;25;16;13;2;2;1;1	26;26;25;16;13;2;2;1;1	26;26;25;16;13;2;2;1;1	Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase	GPHN	9	26	26	26
Q9NQZ2	Q9NQZ2	3	3	3	Something about silencing protein 10	UTP3	1	3	3	3
Q9NR09	Q9NR09	8	8	3	Baculoviral IAP repeat-containing protein 6	BIRC6	1	8	8	3
Q9NR28-2;Q9NR28;A0A024RBT2;Q9NR28-3;H7BZK7;A0A2U3TZH2	Q9NR28-2;Q9NR28;A0A024RBT2;Q9NR28-3	7;7;5;5;2;2	7;7;5;5;2;2	7;7;5;5;2;2	Diablo homolog, mitochondrial	DIABLO	6	7	7	7
Q9NR30;Q9NR30-2	Q9NR30;Q9NR30-2	27;25	27;25	24;22	Nucleolar RNA helicase 2	DDX21	2	27	27	24
Q9NR45;Q5TBR0;Q5TBR1	Q9NR45	23;4;2	23;4;2	23;4;2	Sialic acid synthase	NANS	3	23	23	23
Q9NR50;Q9NR50-3;Q9NR50-2;H0Y580;A0A0D9SEN0	Q9NR50;Q9NR50-3;Q9NR50-2	13;9;9;5;1	13;9;9;5;1	13;9;9;5;1	Translation initiation factor eIF-2B subunit gamma	EIF2B3	5	13	13	13
Q9NRA8-2;Q9NRA8;Q9NRA8-3;B0QYZ7;B1AKL4	Q9NRA8-2;Q9NRA8;Q9NRA8-3;B0QYZ7;B1AKL4	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Eukaryotic translation initiation factor 4E transporter	EIF4ENIF1	5	2	2	2
Q9NRF9	Q9NRF9	5	5	5	DNA polymerase epsilon subunit 3	POLE3	1	5	5	5
Q9NRL2-2;Q9NRL2	Q9NRL2-2;Q9NRL2	2;2	2;2	2;2	Bromodomain adjacent to zinc finger domain protein 1A	BAZ1A	2	2	2	2
Q9NRN7;Q9NRN7-2;E9PNF3;E9PLW6	Q9NRN7;Q9NRN7-2	7;5;3;3	7;5;3;3	7;5;3;3	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	4	7	7	7
Q9NRR5;H0YDS0;Q9UMX0-3;Q9UMX0-2;Q9UMX0	Q9NRR5;H0YDS0;Q9UMX0-3;Q9UMX0-2;Q9UMX0	4;3;3;3;3	4;3;3;3;3	3;2;2;2;2	Ubiquilin-4;Ubiquilin-1	UBQLN4;UBQLN1	5	4	4	3
Q9NRX2;E9PKV2	Q9NRX2;E9PKV2	11;8	11;8	11;8	39S ribosomal protein L17, mitochondrial	MRPL17	2	11	11	11
Q9NRY4	Q9NRY4	15	15	15	Rho GTPase-activating protein 35	ARHGAP35	1	15	15	15
Q9NRY5;E5RGF9;E7ESJ7;E5RHP2;E5RHI8;E5RFK2;E5RK42	Q9NRY5;E5RGF9;E7ESJ7	6;4;4;2;2;2;1	6;4;4;2;2;2;1	6;4;4;2;2;2;1	Protein FAM114A2	FAM114A2	7	6	6	6
Q9NS86	Q9NS86	3	3	3	LanC-like protein 2	LANCL2	1	3	3	3
Q9NS87;Q9NS87-2;C9JKA9;Q9NS87-4;Q9NS87-3;D6RCT7;H7BZT2	Q9NS87;Q9NS87-2;C9JKA9;Q9NS87-4	33;29;25;25;15;13;7	33;29;25;25;15;13;7	33;29;25;25;15;13;7	Kinesin-like protein KIF15	KIF15	7	33	33	33
Q9NSC5-5;Q9NSC5-2;Q9NSC5;M0R2T8;M0QZN1;M0R2U7;Q9NSC5-4;Q9NSC5-3;M0QYF9	Q9NSC5-5;Q9NSC5-2;Q9NSC5;M0R2T8;M0QZN1;M0R2U7;Q9NSC5-4;Q9NSC5-3	3;3;3;2;2;2;2;2;1	3;3;3;2;2;2;2;2;1	3;3;3;2;2;2;2;2;1	Homer protein homolog 3	HOMER3	9	3	3	3
Q9NSD9;Q9NSD9-2	Q9NSD9;Q9NSD9-2	51;40	51;40	51;40	Phenylalanine--tRNA ligase beta subunit	FARSB	2	51	51	51
Q9NSE4	Q9NSE4	48	48	48	Isoleucine--tRNA ligase, mitochondrial	IARS2	1	48	48	48
Q9NSI2;Q9NSI2-2;C9JJU7	Q9NSI2;Q9NSI2-2	6;6;2	6;6;2	6;6;2	Protein FAM207A	FAM207A	3	6	6	6
Q9NSK0;Q9NSK0-3;Q9NSK0-5;C9J8T5;Q9NSK0-4;H7C4M1;C9JXT5;C9JQU1;C9K0D5;Q9NSK0-2	Q9NSK0;Q9NSK0-3;Q9NSK0-5	30;28;27;12;12;8;4;4;4;4	25;23;22;11;11;6;4;4;4;4	19;17;19;5;5;6;4;4;4;4	Kinesin light chain 4	KLC4	10	30	25	19
Q9NT62-2;Q9NT62;F8WDI0;C9JNW8	Q9NT62-2;Q9NT62	12;12;5;1	12;12;5;1	12;12;5;1	Ubiquitin-like-conjugating enzyme ATG3	ATG3	4	12	12	12
Q9NTI5-2;Q9NTI5;A9IYQ1;Q9NTI5-5	Q9NTI5-2;Q9NTI5;A9IYQ1	13;13;10;3	13;13;10;3	13;13;10;3	Sister chromatid cohesion protein PDS5 homolog B	PDS5B	4	13	13	13
Q9NTJ3;E9PD53;Q9NTJ3-2;C9JR83;C9JVD8;C9J578;C9J9E4;C9JWF0;C9IYK2;C9JJ64	Q9NTJ3;E9PD53;Q9NTJ3-2	49;48;44;13;7;7;7;2;2;2	49;48;44;13;7;7;7;2;2;2	49;48;44;13;7;7;7;2;2;2	Structural maintenance of chromosomes protein 4;Structural maintenance of chromosomes protein	SMC4	10	49	49	49
Q9NTJ4-3;Q9NTJ4-2;Q9NTJ4;Q9NTJ4-4;H3BRV3;H3BQJ2;H3BMJ3;H3BUW3;H3BRI3;H3BQH9;B4DH23	Q9NTJ4-3;Q9NTJ4-2;Q9NTJ4;Q9NTJ4-4;H3BRV3;H3BQJ2;H3BMJ3;H3BUW3;H3BRI3;H3BQH9;B4DH23	3;3;3;3;2;2;2;2;2;2;2	3;3;3;3;2;2;2;2;2;2;2	3;3;3;3;2;2;2;2;2;2;2	Alpha-mannosidase 2C1	MAN2C1	11	3	3	3
Q9NTM9;Q5TCZ7;A0A0B4J226	Q9NTM9;Q5TCZ7;A0A0B4J226	10;6;6	10;6;6	10;6;6	Copper homeostasis protein cutC homolog	CUTC	3	10	10	10
Q9NTX7-2;Q9NTX7	Q9NTX7-2;Q9NTX7	1;1	1;1	1;1	E3 ubiquitin-protein ligase RNF146	RNF146	2	1	1	1
Q9NTZ6;A6PVI1;A6PVI0;Q5JX62	Q9NTZ6	37;7;7;7	37;7;7;7	37;7;7;7	RNA-binding protein 12	RBM12	4	37	37	37
Q9NU22;Q5T795	Q9NU22	13;2	13;2	13;2	Midasin	MDN1	2	13	13	13
Q9NUD5-2;Q9NUD5	Q9NUD5-2;Q9NUD5	3;3	3;3	3;3	Zinc finger CCHC domain-containing protein 3	ZCCHC3	2	3	3	3
Q9NUG6	Q9NUG6	3	3	3	p53 and DNA damage-regulated protein 1	PDRG1	1	3	3	3
Q9NUJ1;Q9NUJ1-2;Q9NUJ1-3	Q9NUJ1;Q9NUJ1-2;Q9NUJ1-3	6;3;3	6;3;3	6;3;3	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	ABHD10	3	6	6	6
Q9NUL7	Q9NUL7	3	3	3	Probable ATP-dependent RNA helicase DDX28	DDX28	1	3	3	3
Q9NUP7;Q5VVL2;Q9NUP7-2;Q5VVK9	Q9NUP7;Q5VVL2;Q9NUP7-2	4;2;2;1	4;2;2;1	4;2;2;1	tRNA:m(4)X modification enzyme TRM13 homolog	TRMT13	4	4	4	4
Q9NUP9;H0YI92;G3V1D4;H0YIA8;O14910	Q9NUP9;H0YI92;G3V1D4;H0YIA8;O14910	2;1;1;1;1	2;1;1;1;1	2;1;1;1;1	Protein lin-7 homolog C;Protein lin-7 homolog A	LIN7C;LIN7A	5	2	2	2
Q9NUQ3;Q9NUQ3-2	Q9NUQ3;Q9NUQ3-2	15;13	15;13	15;13	Gamma-taxilin	TXLNG	2	15	15	15
