Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
Q99504-5;Q99504;Q99504-2;Q99504-4;Q99504-3;B1APR7	Q99504-5;Q99504;Q99504-2;Q99504-4;Q99504-3	5;5;4;4;4;2	5;5;4;4;4;2	5;5;4;4;4;2	Eyes absent homolog 3	EYA3	6	5	5	5
Q99519;E9PIF4	Q99519;E9PIF4	2;1	2;1	2;1	Sialidase-1	NEU1	2	2	2	2
Q99523;Q99523-2;A0A0J9YVX1;A0A0J9YVU2;A0A0J9YX61	Q99523;Q99523-2	4;2;1;1;1	4;2;1;1;1	4;2;1;1;1	Sortilin	SORT1	5	4	4	4
Q99536;Q99536-2;Q99536-3;K7ESA3;K7ENX2;K7EM19;K7ERT7;K7EJM4	Q99536;Q99536-2;Q99536-3;K7ESA3	9;7;7;6;3;3;2;1	9;7;7;6;3;3;2;1	9;7;7;6;3;3;2;1	Synaptic vesicle membrane protein VAT-1 homolog	VAT1	8	9	9	9
Q99543;Q99543-2;H7C3L7;F2Z3N9;C9IZ83;F2Z3H0	Q99543;Q99543-2;H7C3L7	18;16;10;7;7;5	18;16;10;7;7;5	18;16;10;7;7;5	DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed	DNAJC2	6	18	18	18
Q99567;J3KMX1;I3L245;I3L4K7	Q99567;J3KMX1	12;11;3;2	12;11;3;2	12;11;3;2	Nuclear pore complex protein Nup88	NUP88	4	12	12	12
Q99570;D6RJ98;D6RAC3;D6RBB7	Q99570	8;3;1;1	8;3;1;1	8;3;1;1	Phosphoinositide 3-kinase regulatory subunit 4	PIK3R4	4	8	8	8
Q99575;E5RK39	Q99575	21;8	21;8	21;8	Ribonucleases P/MRP protein subunit POP1	POP1	2	21	21	21
Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1;Q9NRI2	Q99598;C4P0D6;C4P0D8	30;16;16;13;12;2	30;16;16;13;12;2	30;16;16;13;12;2	Translin-associated protein X	TSNAX;DISC1	6	30	30	30
Q99611	Q99611	3	3	3	Selenide, water dikinase 2	SEPHS2	1	3	3	3
Q99613;Q99613-2;B5ME19;H3BPE4;H3BPE3;H3BTY8	Q99613;Q99613-2;B5ME19	45;44;40;8;6;4	45;44;40;8;6;4	45;44;40;8;6;4	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3C;EIF3CL	6	45	45	45
Q99614;H0YB37	Q99614	7;2	7;2	7;2	Tetratricopeptide repeat protein 1	TTC1	2	7	7	7
Q99615;Q99615-2;K7EIH8;K7ESP1;K7EPP7;K7ER44;K7EJV7;K7EJL5;K7EN19;K7ELJ8;K7EJE9;K7EK03;K7EJ24	Q99615;Q99615-2;K7EIH8;K7ESP1;K7EPP7	40;35;24;23;22;14;13;11;11;11;6;6;6	40;35;24;23;22;14;13;11;11;11;6;6;6	40;35;24;23;22;14;13;11;11;11;6;6;6	DnaJ homolog subfamily C member 7	DNAJC7	13	40	40	40
U3KQ85;Q99622;F5GXW5;U3KQ07	U3KQ85;Q99622;F5GXW5;U3KQ07	2;2;1;1	2;2;1;1	2;2;1;1	Protein C10	C12orf57	4	2	2	2
Q99627;E9PGT6;Q99627-2;H7C3S9;F8WEF2	Q99627;E9PGT6;Q99627-2;H7C3S9	9;8;7;5;2	9;8;7;5;2	9;8;7;5;2	COP9 signalosome complex subunit 8	COPS8	5	9	9	9
Q99633;Q5T9P8;Q5T9P7;Q99633-2	Q99633;Q5T9P8;Q5T9P7	4;3;3;1	4;3;3;1	4;3;3;1	Pre-mRNA-splicing factor 18	PRPF18	4	4	4	4
Q99661;Q99661-2;H0Y5Z9;Q5JR91;Q5JR89	Q99661;Q99661-2	8;7;3;3;1	6;5;1;3;1	5;4;1;3;1	Kinesin-like protein KIF2C	KIF2C	5	8	6	5
Q99707;Q99707-2;B1ANE3	Q99707;Q99707-2;B1ANE3	32;27;22	32;27;22	32;27;22	Methionine synthase	MTR	3	32	32	32
Q99714;Q99714-2;Q5H928	Q99714;Q99714-2;Q5H928	16;14;12	16;14;12	16;14;12	3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10	3	16	16	16
Q99719;G3XAH0;C9JM82;B4DJ62;E7EX32;E7EPG2;Q99719-2;E7EQM7;F8W9E5	Q99719;G3XAH0;C9JM82;B4DJ62;E7EX32;E7EPG2;Q99719-2;E7EQM7	12;11;10;10;9;8;8;7;5	11;10;10;10;8;7;7;6;5	11;10;10;10;8;7;7;6;5	Septin-5	SEPT5	9	12	11	11
Q99733;Q99733-2;C9JZI7;C9J6D1;E9PNJ7;E9PKT8;E9PNW0;E9PJJ2;E9PS34;A8MXH2;E9PP22;E9PKI2;C9J1B1;H0YCI4	Q99733;Q99733-2;C9JZI7;C9J6D1;E9PNJ7;E9PKT8;E9PNW0;E9PJJ2;E9PS34;A8MXH2	27;27;24;22;20;19;18;18;18;18;11;10;8;6	27;27;24;22;20;19;18;18;18;18;11;10;8;6	25;25;22;20;18;17;16;16;16;16;11;10;8;6	Nucleosome assembly protein 1-like 4	NAP1L4	14	27	27	25
Q99747;Q99747-2;J3KTJ6;J3QS28;J3QKW4	Q99747;Q99747-2	8;6;3;1;1	8;6;3;1;1	8;6;3;1;1	Gamma-soluble NSF attachment protein	NAPG	5	8	8	8
Q99767-2;Q99767	Q99767-2;Q99767	2;2	2;2	1;1	Amyloid beta A4 precursor protein-binding family A member 2	APBA2	2	2	2	1
Q99805	Q99805	1	1	1	Transmembrane 9 superfamily member 2	TM9SF2	1	1	1	1
Q99816-2;Q99816;F5H442;J3QRU6;J3QKS4	Q99816-2;Q99816;F5H442	10;10;7;3;3	10;10;7;3;3	10;10;7;3;3	Tumor susceptibility gene 101 protein	TSG101	5	10	10	10
Q99832;Q99832-3;Q99832-4;Q99832-2;F8WAM2;F8WBP8;A0A0D9SG95	Q99832;Q99832-3;Q99832-4;Q99832-2	72;66;56;45;12;5;3	72;66;56;45;12;5;3	72;66;56;45;12;5;3	T-complex protein 1 subunit eta	CCT7	7	72	72	72
Q99856;K7EJ04;H0YFY1	Q99856	7;2;1	7;2;1	7;2;1	AT-rich interactive domain-containing protein 3A	ARID3A	3	7	7	7
Q99873-3;Q99873-5	Q99873-3;Q99873-5	11;6	11;6	1;1	Protein arginine N-methyltransferase 1	PRMT1	2	11	11	1
Q99879	Q99879	22	22	1	Histone H2B type 1-M	HIST1H2BM	1	22	22	1
Q99880	Q99880	21	2	0	Histone H2B type 1-L	HIST1H2BL	1	21	2	0
Q99942;A0A140TA09	Q99942;A0A140TA09	2;1	2;1	2;1	E3 ubiquitin-protein ligase RNF5	RNF5	2	2	2	2
Q99961;M0R0I3;M0QYE0;Q99961-3;Q99961-2;Q99962;M0R2K6	Q99961;M0R0I3;M0QYE0;Q99961-3	15;12;11;8;6;3;1	15;12;11;8;6;3;1	15;12;11;8;6;3;1	Endophilin-A2	SH3GL1	7	15	15	15
Q99963-4;Q99963;Q99963-3;H3BRH8	Q99963-4;Q99963;Q99963-3	4;4;4;1	4;4;4;1	2;2;2;1	Endophilin-A3	SH3GL3	4	4	4	2
Q99986;H0YJ50;H0YJJ9	Q99986;H0YJ50	4;2;1	4;2;1	4;2;1	Serine/threonine-protein kinase VRK1	VRK1	3	4	4	4
Q9BPW8;H7C2U6;C9JDV8;F8WCR5	Q9BPW8;H7C2U6	9;5;4;2	9;5;4;2	9;5;4;2	Protein NipSnap homolog 1	NIPSNAP1	4	9	9	9
Q9BPX3;D6RA93;H0Y9Z8	Q9BPX3	24;8;4	24;8;4	24;8;4	Condensin complex subunit 3	NCAPG	3	24	24	24
Q9BPX5	Q9BPX5	8	8	8	Actin-related protein 2/3 complex subunit 5-like protein	ARPC5L	1	8	8	8
Q9BQ15-2;Q9BQ15	Q9BQ15-2;Q9BQ15	2;2	2;2	2;2	SOSS complex subunit B1	NABP2	2	2	2	2
Q9BQ39;A0A087WVC1;S4R3V4;S4R3G6	Q9BQ39;A0A087WVC1	17;15;1;1	14;12;1;1	14;12;1;1	ATP-dependent RNA helicase DDX50	DDX50	4	17	14	14
Q9BQ52;G5E9D5;Q9BQ52-4;E7ES68;Q9BQ52-2;Q9BQ52-3;V9GYS7;H7C2I4;J3QRS2;V9GYU5;J3QL08;V9GZ72;J3QLK4;J3QQT1	Q9BQ52;G5E9D5;Q9BQ52-4;E7ES68;Q9BQ52-2	46;44;41;33;24;21;14;14;8;8;8;8;5;1	46;44;41;33;24;21;14;14;8;8;8;8;5;1	46;44;41;33;24;21;14;14;8;8;8;8;5;1	Zinc phosphodiesterase ELAC protein 2	ELAC2	14	46	46	46
Q9BQ61;K7ELS0;K7ERU7;K7EN60	Q9BQ61	6;1;1;1	6;1;1;1	6;1;1;1	Uncharacterized protein C19orf43	C19orf43	4	6	6	6
Q9BQ67;M0QX71	Q9BQ67;M0QX71	10;6	10;6	10;6	Glutamate-rich WD repeat-containing protein 1	GRWD1	2	10	10	10
Q9BQ75-2;Q9BQ75;C9J384;H7C515	Q9BQ75-2;Q9BQ75;C9J384	5;5;3;1	5;5;3;1	5;5;3;1	Protein CMSS1	CMSS1	4	5	5	5
Q9BQA1;Q9BQA1-2;H0Y711	Q9BQA1;Q9BQA1-2;H0Y711	12;8;6	12;8;6	12;8;6	Methylosome protein 50	WDR77	3	12	12	12
Q9BQC3;Q9BQC3-3;H0YCR5;Q9BQC3-2;E9PLL2;E9PMH7	Q9BQC3;Q9BQC3-3;H0YCR5;Q9BQC3-2	10;8;6;6;2;2	10;8;6;6;2;2	10;8;6;6;2;2	Diphthamide biosynthesis protein 2	DPH2	6	10	10	10
Q9BQC6	Q9BQC6	2	2	2	Ribosomal protein 63, mitochondrial	MRPL57	1	2	2	2
Q9BQE3;F5H5D3;A0A1W2PQM2	Q9BQE3;F5H5D3;A0A1W2PQM2	45;44;32	3;3;3	3;3;3	Tubulin alpha-1C chain	TUBA1C	3	45	3	3
Q9BQG0;Q9BQG0-2;I3L1L3;I3L2H8	Q9BQG0;Q9BQG0-2;I3L1L3	17;17;16;1	17;17;16;1	17;17;16;1	Myb-binding protein 1A	MYBBP1A	4	17	17	17
Q9BQS8;Q9BQS8-4;Q9BQS8-3;Q9BQS8-2	Q9BQS8;Q9BQS8-4;Q9BQS8-3;Q9BQS8-2	8;8;7;7	8;8;7;7	8;8;7;7	FYVE and coiled-coil domain-containing protein 1	FYCO1	4	8	8	8
Q9BR76;A0A087WW53;F5H390;F5H0D2	Q9BR76	16;5;5;2	16;5;5;2	16;5;5;2	Coronin-1B	CORO1B	4	16	16	16
Q9BRD0;Q9BRD0-2;H7C462	Q9BRD0;Q9BRD0-2	9;7;2	9;7;2	9;7;2	BUD13 homolog	BUD13	3	9	9	9
Q9BRF8-3;Q9BRF8-2;Q9BRF8	Q9BRF8-3;Q9BRF8-2;Q9BRF8	1;1;1	1;1;1	1;1;1	Serine/threonine-protein phosphatase CPPED1	CPPED1	3	1	1	1
Q9BRJ6;H7C0T1;H7C2R9;C9JQV0	Q9BRJ6;H7C0T1;H7C2R9;C9JQV0	11;10;10;9	11;10;10;9	11;10;10;9	Uncharacterized protein C7orf50	C7orf50	4	11	11	11
Q9BRK5;G3V1E2;Q9BRK5-4;Q9BRK5-3;Q9BRK5-6;Q9BRK5-2;Q9BRK5-5	Q9BRK5;G3V1E2;Q9BRK5-4;Q9BRK5-3;Q9BRK5-6;Q9BRK5-2	10;8;8;8;8;6;2	10;8;8;8;8;6;2	3;1;1;1;1;2;2	45 kDa calcium-binding protein	SDF4	7	10	10	3
Q9BRL6-2;Q9BRL6	Q9BRL6-2;Q9BRL6	3;3	1;1	1;1	Serine/arginine-rich splicing factor 8	SRSF8	2	3	1	1
Q9BRP1;K7ESF4	Q9BRP1	8;2	8;2	6;0	Programmed cell death protein 2-like	PDCD2L	2	8	8	6
Q9BRP4;F5H0C4;Q9BRP4-2;F5H5D4;F5H103;F5H3I1;Q9BRP4-3	Q9BRP4;F5H0C4;Q9BRP4-2	8;6;6;3;3;3;3	8;6;6;3;3;3;3	8;6;6;3;3;3;3	Proteasomal ATPase-associated factor 1	PAAF1	7	8	8	8
Q9BRP8	Q9BRP8	17	17	2	Partner of Y14 and mago	WIBG	1	17	17	2
Q9BRP8-2	Q9BRP8-2	17	2	2	Partner of Y14 and mago	WIBG	1	17	2	2
Q9BRR6-4;Q9BRR6-3;Q9BRR6-2;Q9BRR6	Q9BRR6-4;Q9BRR6-3;Q9BRR6-2;Q9BRR6	1;1;1;1	1;1;1;1	1;1;1;1	ADP-dependent glucokinase	ADPGK	4	1	1	1
Q9BRR8	Q9BRR8	3	3	3	G patch domain-containing protein 1	GPATCH1	1	3	3	3
Q9BRS2;E9PFQ8	Q9BRS2	10;1	10;1	10;1	Serine/threonine-protein kinase RIO1	RIOK1	2	10	10	10
Q9BRT6	Q9BRT6	2	2	2	Protein LLP homolog	LLPH	1	2	2	2
Q9BRT8-2;Q9BRT8;Q9BRT8-3;F2Z2T4;A0A087X140;A0A0B4J2F1;A0A0A6YYH9;Q5JTY5-2;Q5RIA9;Q5JTY5;Q4V339;A0A087WWG3;Q5RIB0;H0Y5V3;A0A0A0MRU4;Q5RIA9-3	Q9BRT8-2;Q9BRT8;Q9BRT8-3;F2Z2T4;A0A087X140;A0A0B4J2F1;A0A0A6YYH9;Q5JTY5-2;Q5RIA9;Q5JTY5;Q4V339;A0A087WWG3;Q5RIB0;H0Y5V3;A0A0A0MRU4;Q5RIA9-3	8;8;7;6;6;6;6;6;6;6;6;5;5;5;5;5	8;8;7;6;6;6;6;6;6;6;6;5;5;5;5;5	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	COBW domain-containing protein 1;COBW domain-containing protein 3;COBW domain-containing protein 5;COBW domain-containing protein 6	CBWD1;CBWD7;CBWD5;CBWD3;CBWD6	16	8	8	1
Q9BRT9;E5RFF9;E5RH56;Q9BRT9-2	Q9BRT9;E5RFF9	16;12;4;4	16;12;4;4	16;12;4;4	DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5	GINS4	4	16	16	16
Q9BRV8;Q9BRV8-2	Q9BRV8;Q9BRV8-2	2;2	2;2	2;2	Suppressor of IKBKE 1	SIKE1	2	2	2	2
Q9BRX2	Q9BRX2	7	7	7	Protein pelota homolog	PELO	1	7	7	7
Q9BRX5;Q9BRX5-3;Q9BRX5-2	Q9BRX5;Q9BRX5-3;Q9BRX5-2	21;20;13	21;20;13	21;20;13	DNA replication complex GINS protein PSF3	GINS3	3	21	21	21
Q9BRX9;G3V221;F8VSE4;H0YIE8;H7C0S9	Q9BRX9;G3V221;F8VSE4;H0YIE8	4;2;2;2;1	4;2;2;2;1	4;2;2;2;1	WD repeat domain-containing protein 83	WDR83	5	4	4	4
Q9BRZ2;C9JI91;Q9BRZ2-3;Q9BRZ2-2	Q9BRZ2;C9JI91;Q9BRZ2-3;Q9BRZ2-2	10;6;6;6	10;6;6;6	10;6;6;6	E3 ubiquitin-protein ligase TRIM56	TRIM56	4	10	10	10
Q9BS18	Q9BS18	2	2	2	Anaphase-promoting complex subunit 13	ANAPC13	1	2	2	2
Q9BS26	Q9BS26	9	9	9	Endoplasmic reticulum resident protein 44	ERP44	1	9	9	9
Q9BSB4;F8VQD9;F8VVA0	Q9BSB4;F8VQD9	5;3;1	5;3;1	5;3;1	Autophagy-related protein 101	ATG101	3	5	5	5
Q9BSC4-2;Q9BSC4-4;Q9BSC4;H7C1Z3	Q9BSC4-2;Q9BSC4-4;Q9BSC4	3;3;3;1	3;3;3;1	3;3;3;1	Nucleolar protein 10	NOL10	4	3	3	3
Q9BSD7;Q5TDF0	Q9BSD7;Q5TDF0	9;8	9;8	9;8	Cancer-related nucleoside-triphosphatase	NTPCR	2	9	9	9
Q9BSJ2;Q9BSJ2-4;F2Z2B9;Q9BSJ2-3;R4GMM4;B3KTU7	Q9BSJ2;Q9BSJ2-4;F2Z2B9;Q9BSJ2-3	9;9;8;5;3;2	9;9;8;5;3;2	9;9;8;5;3;2	Gamma-tubulin complex component 2	TUBGCP2	6	9	9	9
Q9BSJ8-2;Q9BSJ8;F8VZB1	Q9BSJ8-2;Q9BSJ8	18;18;2	18;18;2	18;18;2	Extended synaptotagmin-1	ESYT1	3	18	18	18
Q9BSL1	Q9BSL1	8	8	8	Ubiquitin-associated domain-containing protein 1	UBAC1	1	8	8	8
Q9BT09	Q9BT09	6	6	5	Protein canopy homolog 3	CNPY3	1	6	6	5
Q9BT25-2;Q9BT25-3;Q9BT25	Q9BT25-2;Q9BT25-3;Q9BT25	3;3;3	3;3;3	3;3;3	HAUS augmin-like complex subunit 8	HAUS8	3	3	3	3
Q9BT67-2;Q9BT67	Q9BT67-2;Q9BT67	1;1	1;1	1;1	NEDD4 family-interacting protein 1	NDFIP1	2	1	1	1
Q9BT73	Q9BT73	5	5	5	Proteasome assembly chaperone 3	PSMG3	1	5	5	5
Q9BT78;D6RFN0;D6RAX7;D6RD63;Q9BT78-2;D6REK7	Q9BT78;D6RFN0;D6RAX7;D6RD63;Q9BT78-2	34;32;29;27;26;1	34;32;29;27;26;1	34;32;29;27;26;1	COP9 signalosome complex subunit 4	COPS4	6	34	34	34
Q9BTC0;Q9BTC0-1;Q9BTC0-2;Q9BTC0-3	Q9BTC0;Q9BTC0-1	19;14;3;3	19;14;3;3	19;14;3;3	Death-inducer obliterator 1	DIDO1	4	19	19	19
Q9BTE1;H3BR94;Q9BTE1-2;H3BUD2;H3BS05;Q9BTE1-3	Q9BTE1;H3BR94;Q9BTE1-2	4;3;3;1;1;1	4;3;3;1;1;1	4;3;3;1;1;1	Dynactin subunit 5	DCTN5	6	4	4	4
Q9BTE3;Q9BTE3-2;Q9BTE3-3	Q9BTE3;Q9BTE3-2;Q9BTE3-3	21;21;13	21;21;13	21;21;13	Mini-chromosome maintenance complex-binding protein	MCMBP	3	21	21	21
Q9BTE6;C9J5N1;Q9BTE6-2;Q9BTE6-3;L7N2F4;K7EQ85;K7N799;H7C1K1;L7N2F5;H7C054	Q9BTE6;C9J5N1;Q9BTE6-2;Q9BTE6-3	31;30;30;30;14;9;7;1;1;1	31;30;30;30;14;9;7;1;1;1	31;30;30;30;14;9;7;1;1;1	Alanyl-tRNA editing protein Aarsd1	AARSD1;PTGES3L-AARSD1	10	31	31	31
Q9BTL3	Q9BTL3	1	1	1	RNMT-activating mini protein	FAM103A1	1	1	1	1
Q9BTT0;Q9BTT0-3;E9PPH5;Q5TB19;E9PLC4;Q9BTT0-2;E9PI45;Q5TB25	Q9BTT0;Q9BTT0-3;E9PPH5;Q5TB19;E9PLC4	13;10;8;8;8;4;2;2	13;10;8;8;8;4;2;2	13;10;8;8;8;4;2;2	Acidic leucine-rich nuclear phosphoprotein 32 family member E	ANP32E	8	13	13	13
Q9BTT4	Q9BTT4	1	1	1	Mediator of RNA polymerase II transcription subunit 10	MED10	1	1	1	1
Q9BTT6	Q9BTT6	1	1	1	Leucine-rich repeat-containing protein 1	LRRC1	1	1	1	1
Q9BTU6;E9PAM4	Q9BTU6;E9PAM4	7;5	7;5	7;5	Phosphatidylinositol 4-kinase type 2-alpha	PI4K2A	2	7	7	7
Q9BTV4	Q9BTV4	3	3	3	Transmembrane protein 43	TMEM43	1	3	3	3
Q9BTY7;E9PIX0	Q9BTY7	15;4	15;4	15;4	Protein HGH1 homolog	HGH1	2	15	15	15
Q9BTZ2-8;Q9BTZ2-4;Q9BTZ2;F5GWZ1;Q9BTZ2-3;Q9BTZ2-7;Q9BTZ2-2;Q9BTZ2-5;P0CG22;H0YNP7;F6TD35;E9PFL3;H0YN69;Q6PKH6;Q6PKH6-2	Q9BTZ2-8;Q9BTZ2-4;Q9BTZ2;F5GWZ1;Q9BTZ2-3;Q9BTZ2-7;Q9BTZ2-2;Q9BTZ2-5	6;6;6;3;3;3;3;3;2;1;1;1;1;1;1	6;6;6;3;3;3;3;3;2;1;1;1;1;1;1	6;6;6;3;3;3;3;3;2;1;1;1;1;1;1	Dehydrogenase/reductase SDR family member 4	DHRS4	15	6	6	6
Q9BU76-3;Q9BU76-4;Q9BU76;Q9BU76-2	Q9BU76-3;Q9BU76-4;Q9BU76;Q9BU76-2	4;4;4;2	4;4;4;2	4;4;4;2	Multiple myeloma tumor-associated protein 2	MMTAG2	4	4	4	4
Q9BU89	Q9BU89	11	11	11	Deoxyhypusine hydroxylase	DOHH	1	11	11	11
Q9BUA3	Q9BUA3	4	4	4	Uncharacterized protein C11orf84	C11orf84	1	4	4	4
Q9BUB4;Q9BUB4-2;H3BP27;H3BV89;H3BSM1;H3BU72;H3BP18	Q9BUB4;Q9BUB4-2	7;6;2;1;1;1;1	7;6;2;1;1;1;1	7;6;2;1;1;1;1	tRNA-specific adenosine deaminase 1	ADAT1	7	7	7	7
Q9BUE0	Q9BUE0	3	3	3	Mediator of RNA polymerase II transcription subunit 18	MED18	1	3	3	3
Q9BUF5;K7ESM5	Q9BUF5;K7ESM5	19;18	3;2	3;2	Tubulin beta-6 chain	TUBB6	2	19	3	3
Q9BUH6	Q9BUH6	4	4	4	Protein PAXX	C9orf142	1	4	4	4
Q9BUJ2-2;Q9BUJ2;A0A0A0MRA5;B7Z4B8;Q9BUJ2-4;Q9BUJ2-3;M0R3F1;M0QYZ0;M0QYI8;M0R203;M0QZV6;M0R0K8;M0QYM5;M0R247;A0A087X1I2;Q9BUJ2-5	Q9BUJ2-2;Q9BUJ2;A0A0A0MRA5;B7Z4B8;Q9BUJ2-4;Q9BUJ2-3;M0R3F1;M0QYZ0	36;36;34;34;34;32;29;21;6;5;5;5;2;2;2;1	36;36;34;34;34;32;29;21;6;5;5;5;2;2;2;1	36;36;34;34;34;32;29;21;6;5;5;5;2;2;2;1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRNPUL1	16	36	36	36
Q9BUK6;Q9BUK6-2;Q9BUK6-3;A0A3B3IUD2;Q9BUK6-7;Q9BUK6-4;Q9BUK6-6;V9GYF2	Q9BUK6;Q9BUK6-2;Q9BUK6-3;A0A3B3IUD2;Q9BUK6-7	20;19;18;17;17;6;4;1	20;19;18;17;17;6;4;1	11;10;10;10;9;5;1;0	Protein misato homolog 1	MSTO1	8	20	20	11
Q9BUL8;H7C5M9;C9JSA3;C9JND6;C9J363;C9J6F3;C9J5C3;F8WDF3;C9J932	Q9BUL8;H7C5M9;C9JSA3;C9JND6;C9J363;C9J6F3;C9J5C3	3;2;2;2;2;2;2;1;1	3;2;2;2;2;2;2;1;1	3;2;2;2;2;2;2;1;1	Programmed cell death protein 10	PDCD10	9	3	3	3
Q9BUQ8;F8VVA2;H0YI52;H0YIL9	Q9BUQ8	24;2;1;1	24;2;1;1	24;2;1;1	Probable ATP-dependent RNA helicase DDX23	DDX23	4	24	24	24
Q9BUR4;E9PMG4;E9PMR3;K7EJ50	Q9BUR4;E9PMG4;E9PMR3	11;8;7;1	11;8;7;1	11;8;7;1	Telomerase Cajal body protein 1	WRAP53	4	11	11	11
Q9BUT1;Q9BUT1-3;Q9BUT1-2;D6R9P2;D6R9U8;D6RIR6;D6RFG2;D6RBF6	Q9BUT1;Q9BUT1-3;Q9BUT1-2	9;6;5;4;4;4;3;1	9;6;5;4;4;4;3;1	9;6;5;4;4;4;3;1	3-hydroxybutyrate dehydrogenase type 2	BDH2	8	9	9	9
Q9BV19;R4GMT4;B4DSR2	Q9BV19	6;1;1	6;1;1	6;1;1	Uncharacterized protein C1orf50	C1orf50	3	6	6	6
Q9BV20;Q9BV20-2	Q9BV20;Q9BV20-2	18;11	18;11	18;11	Methylthioribose-1-phosphate isomerase	MRI1	2	18	18	18
Q9BV44;H7C3J3;H7C0R6;C9JP31;C9J9V2	Q9BV44;H7C3J3	15;9;5;1;1	15;9;5;1;1	15;9;5;1;1	THUMP domain-containing protein 3	THUMPD3	5	15	15	15
Q9BV73-2;Q9BV73;H7C0P0;A6PVI9;E7ETF9;H7C0D6;Q5JWS5	Q9BV73-2;Q9BV73	10;10;4;2;2;1;1	10;10;4;2;2;1;1	8;8;4;0;0;1;0	Centrosome-associated protein CEP250	CEP250	7	10	10	8
Q9BV86-2;Q9BV86;S4R344;S4R3J7	Q9BV86-2;Q9BV86	3;3;1;1	3;3;1;1	3;3;1;1	N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed	NTMT1	4	3	3	3
Q9BVA0;H3BTU7	Q9BVA0;H3BTU7	5;3	5;3	5;3	Katanin p80 WD40 repeat-containing subunit B1	KATNB1	2	5	5	5
Q9BVC3	Q9BVC3	3	3	3	Sister chromatid cohesion protein DCC1	DSCC1	1	3	3	3
Q9BVC6	Q9BVC6	1	1	1	Transmembrane protein 109	TMEM109	1	1	1	1
Q9BVI0;Q5JWZ0;Q5JXL1	Q9BVI0;Q5JWZ0;Q5JXL1	3;2;2	3;2;2	3;2;2	PHD finger protein 20	PHF20	3	3	3	3
Q9BVI4	Q9BVI4	6	6	6	Nucleolar complex protein 4 homolog	NOC4L	1	6	6	6
Q9BVJ6-3;Q9BVJ6;Q9BVJ6-2;X6RJY0;Q5TAP6	Q9BVJ6-3;Q9BVJ6;Q9BVJ6-2	16;16;14;7;4	16;16;14;7;4	16;16;14;7;4	U3 small nucleolar RNA-associated protein 14 homolog A	UTP14A	5	16	16	16
Q9BVP2-2;Q9BVP2;C9JYH9;C9JZT7;B4DMU5	Q9BVP2-2;Q9BVP2	8;8;1;1;1	8;8;1;1;1	8;8;1;1;1	Guanine nucleotide-binding protein-like 3	GNL3	5	8	8	8
Q9BVQ7;Q9BVQ7-2;H0YCA5;Q9BVQ7-3	Q9BVQ7;Q9BVQ7-2	11;9;4;4	11;9;4;4	11;9;4;4	Spermatogenesis-associated protein 5-like protein 1	SPATA5L1	4	11	11	11
Q9BVS4;Q9BVS4-2;H0Y8R4;H0Y919	Q9BVS4;Q9BVS4-2	8;5;3;2	8;5;3;2	8;5;3;2	Serine/threonine-protein kinase RIO2	RIOK2	4	8	8	8
Q9BVS5;H7C2E8;F8WDR2	Q9BVS5;H7C2E8;F8WDR2	2;1;1	2;1;1	2;1;1	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	TRMT61B	3	2	2	2
Q9BVW5;H3BU04;H3BTH1;H3BQ83;H3BVG9	Q9BVW5;H3BU04	5;4;2;1;1	5;4;2;1;1	5;4;2;1;1	TIMELESS-interacting protein	TIPIN	5	5	5	5
Q9BW19;A0A087X1W5;A2AB20;A0A140T9E6	Q9BW19	12;2;2;2	12;2;2;2	12;2;2;2	Kinesin-like protein KIFC1	KIFC1	4	12	12	12
Q9BW27;J3KT10;J3QL54;Q9BW27-3;F5H0W7;Q9BW27-2;J3QLH0;J3QLD4;J3KS87;J3KRC0;J3QS63;J3QL91;J3QLV0;J3KSH3	Q9BW27;J3KT10;J3QL54;Q9BW27-3;F5H0W7;Q9BW27-2	12;10;9;9;7;7;5;4;3;3;2;2;2;1	12;10;9;9;7;7;5;4;3;3;2;2;2;1	12;10;9;9;7;7;5;4;3;3;2;2;2;1	Nuclear pore complex protein Nup85	NUP85	14	12	12	12
Q9BW60-2;Q9BW60	Q9BW60-2;Q9BW60	2;2	2;2	2;2	Elongation of very long chain fatty acids protein 1	ELOVL1	2	2	2	2
Q9BW61	Q9BW61	9	9	9	DET1- and DDB1-associated protein 1	DDA1	1	9	9	9
Q9BW71;Q9BW71-2;Q9BW71-3	Q9BW71;Q9BW71-2	17;16;7	17;16;7	17;16;7	HIRA-interacting protein 3	HIRIP3	3	17	17	17
