Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
Q99541;Q5SYF5;Q5SYF3;Q5SYF4	Q99541	6;2;1;1	6;2;1;1	6;2;1;1	Perilipin-2	PLIN2	4	6	6	6
Q99543;Q99543-2;H7C3L7;C9IZ83;F2Z3N9;F2Z3H0	Q99543;Q99543-2	24;19;10;7;6;5	24;19;10;7;6;5	24;19;10;7;6;5	DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed	DNAJC2	6	24	24	24
Q99570;D6RJ98;D6RAC3;D6RBB7	Q99570	15;3;1;1	15;3;1;1	15;3;1;1	Phosphoinositide 3-kinase regulatory subunit 4	PIK3R4	4	15	15	15
Q99575;E5RK39	Q99575	22;5	22;5	22;5	Ribonucleases P/MRP protein subunit POP1	POP1	2	22	22	22
Q99576-3;D6RD37;D6RAX8;D6RBL1;D6RDZ9;D6RCK9;D6R8Z7;D6RDZ7;E7EWD5;Q5JRJ2;Q5JRJ0;Q99576-4;Q99576	Q99576-3;D6RD37;D6RAX8;D6RBL1;D6RDZ9;D6RCK9;D6R8Z7;D6RDZ7;E7EWD5	4;3;3;3;3;3;2;2;2;1;1;1;1	4;3;3;3;3;3;2;2;2;1;1;1;1	4;3;3;3;3;3;2;2;2;1;1;1;1	TSC22 domain family protein 3	TSC22D3	13	4	4	4
Q99584	Q99584	5	5	5	Protein S100-A13	S100A13	1	5	5	5
Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1;Q9NRI2	Q99598;C4P0D6;C4P0D8	20;11;11;7;7;2	20;11;11;7;7;2	20;11;11;7;7;2	Translin-associated protein X	TSNAX;DISC1	6	20	20	20
Q99611	Q99611	4	4	4	Selenide, water dikinase 2	SEPHS2	1	4	4	4
Q99613;Q99613-2;B5ME19;H3BPE3;H3BPE4;H3BTY8	Q99613;Q99613-2;B5ME19	37;35;35;9;9;4	37;35;35;9;9;4	37;35;35;9;9;4	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3C;EIF3CL	6	37	37	37
Q99614;H0YB37	Q99614	15;5	15;5	15;5	Tetratricopeptide repeat protein 1	TTC1	2	15	15	15
Q99615;Q99615-2;K7ESP1;K7EPP7;K7EIH8;K7ELJ8;K7ER44;K7EJE9;K7EK03;K7EJL5;K7EN19;K7EJV7;K7EJ24;K7ENB7;K7EQ73	Q99615;Q99615-2;K7ESP1	27;24;14;12;12;8;6;5;5;5;5;5;3;1;1	27;24;14;12;12;8;6;5;5;5;5;5;3;1;1	27;24;14;12;12;8;6;5;5;5;5;5;3;1;1	DnaJ homolog subfamily C member 7	DNAJC7	15	27	27	27
Q99622;F5GXW5;U3KQ85;U3KQ07	Q99622;F5GXW5;U3KQ85;U3KQ07	4;3;2;2	4;3;2;2	4;3;2;2	Protein C10	C12orf57	4	4	4	4
Q99627;E9PGT6;Q99627-2;H7C3S9;F8WEF2	Q99627;E9PGT6;Q99627-2	9;8;7;4;1	9;8;7;4;1	9;8;7;4;1	COP9 signalosome complex subunit 8	COPS8	5	9	9	9
Q99643-5;Q99643-3;Q99643	Q99643-5;Q99643-3;Q99643	3;3;3	3;3;3	3;3;3	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	SDHC	3	3	3	3
Q99661-2;Q99661;Q5JR89;Q5JR91	Q99661-2;Q99661;Q5JR89;Q5JR91	9;9;6;5	9;9;6;5	9;9;6;5	Kinesin-like protein KIF2C;Kinesin-like protein	KIF2C	4	9	9	9
Q99707;Q99707-2;B1ANE3	Q99707;Q99707-2;B1ANE3	28;27;14	28;27;14	28;27;14	Methionine synthase	MTR	3	28	28	28
Q99714;Q99714-2;Q5H928	Q99714;Q99714-2;Q5H928	20;17;13	20;17;13	20;17;13	3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10	3	20	20	20
Q99717	Q99717	5	5	2	Mothers against decapentaplegic homolog 5	SMAD5	1	5	5	2
Q99720;Q5T1J1;Q99720-5;Q99720-3;Q99720-2;Q99720-4	Q99720;Q5T1J1;Q99720-5;Q99720-3;Q99720-2	6;4;4;4;4;2	6;4;4;4;4;2	6;4;4;4;4;2	Sigma non-opioid intracellular receptor 1	SIGMAR1	6	6	6	6
Q99733;Q99733-2;C9JZI7;A8MXH2;C9J6D1;E9PNJ7;E9PKT8;H0YCI4;E9PS34;E9PNW0;E9PJJ2;E9PP22;E9PKI2;C9J1B1	Q99733;Q99733-2;C9JZI7;A8MXH2;C9J6D1;E9PNJ7;E9PKT8;H0YCI4	24;24;21;14;14;12;12;12;11;10;10;9;4;3	22;22;19;12;12;10;10;12;9;8;8;9;4;3	22;22;19;12;12;10;10;12;9;8;8;9;4;3	Nucleosome assembly protein 1-like 4	NAP1L4	14	24	22	22
Q99735-2;Q99735	Q99735-2;Q99735	2;2	2;2	2;2	Microsomal glutathione S-transferase 2	MGST2	2	2	2	2
Q99757;M0QXH0;F8WDN2	Q99757;M0QXH0	8;6;2	8;6;2	8;6;2	Thioredoxin, mitochondrial	TXN2	3	8	8	8
Q99797	Q99797	8	8	8	Mitochondrial intermediate peptidase	MIPEP	1	8	8	8
Q99798;A2A274	Q99798;A2A274	47;46	47;46	47;46	Aconitate hydratase, mitochondrial	ACO2	2	47	47	47
Q99805	Q99805	11	11	11	Transmembrane 9 superfamily member 2	TM9SF2	1	11	11	11
Q99808;Q99808-2;A0A2R8Y567;A0A2R8YEH8;A0A2R8Y801;A0A2R8Y854;A0A2R8YFI6;A0A2U3TZM5;A0A2U3TZM6;A0A2U3TZJ7;A0A2R8Y6D1	Q99808;Q99808-2	8;8;1;1;1;1;1;1;1;1;1	8;8;1;1;1;1;1;1;1;1;1	8;8;1;1;1;1;1;1;1;1;1	Equilibrative nucleoside transporter 1	SLC29A1	11	8	8	8
Q99832;Q99832-3;Q99832-4;Q99832-2;F8WAM2;F8WBP8;A0A0D9SG95	Q99832;Q99832-3;Q99832-4;Q99832-2	44;41;37;26;7;3;1	44;41;37;26;7;3;1	44;41;37;26;7;3;1	T-complex protein 1 subunit eta	CCT7	7	44	44	44
Q99856	Q99856	1	1	1	AT-rich interactive domain-containing protein 3A	ARID3A	1	1	1	1
Q99871-3;Q99871;Q99871-2;A6NDA1;H7BZF8	Q99871-3;Q99871;Q99871-2	3;3;3;1;1	3;3;3;1;1	3;3;3;1;1	HAUS augmin-like complex subunit 7	HAUS7	5	3	3	3
Q99873-3;E9PKG1;Q99873-2;Q99873;Q99873-5;E9PIX6;E9PQ98;H0YDE4;E9PNR9;E9PMW9;Q9NR22-2;Q9NR22;E9PMZ2	Q99873-3;E9PKG1;Q99873-2;Q99873;Q99873-5;E9PIX6;E9PQ98;H0YDE4	32;31;31;31;21;20;19;16;15;6;5;5;2	32;31;31;31;21;20;19;16;15;6;5;5;2	32;31;31;31;21;20;19;16;15;6;5;5;2	Protein arginine N-methyltransferase 1	PRMT1	13	32	32	32
Q99943	Q99943	3	3	3	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	AGPAT1	1	3	3	3
Q99956	Q99956	5	5	4	Dual specificity protein phosphatase 9	DUSP9	1	5	5	4
Q99961;Q99961-3;Q99961-2;M0QYE0;M0R0I3;M0R2K6	Q99961;Q99961-3;Q99961-2;M0QYE0;M0R0I3	22;16;16;11;11;1	22;16;16;11;11;1	19;14;14;9;9;1	Endophilin-A2	SH3GL1	6	22	22	19
Q99963-4;Q99963;Q99963-3;Q99963-2	Q99963-4;Q99963;Q99963-3;Q99963-2	6;6;6;5	6;6;6;5	6;6;6;5	Endophilin-A3	SH3GL3	4	6	6	6
Q99986;H0YJ50;H0YJF7;H0YJJ9	Q99986;H0YJ50	7;4;1;1	7;4;1;1	7;4;1;1	Serine/threonine-protein kinase VRK1	VRK1	4	7	7	7
Q9BPU6;E7EWB4;E9PHT0;E7ESV0	Q9BPU6	28;8;7;7	28;8;7;7	28;8;7;7	Dihydropyrimidinase-related protein 5	DPYSL5	4	28	28	28
Q9BPW8;H7C2U6;C9JDV8;F8WCR5	Q9BPW8;H7C2U6	6;4;1;1	6;4;1;1	6;4;1;1	Protein NipSnap homolog 1	NIPSNAP1	4	6	6	6
Q9BPX3;D6RA93;H0Y9Z8	Q9BPX3	29;8;7	29;8;7	29;8;7	Condensin complex subunit 3	NCAPG	3	29	29	29
Q9BPX5	Q9BPX5	6	5	5	Actin-related protein 2/3 complex subunit 5-like protein	ARPC5L	1	6	5	5
Q9BPZ3;D6RA77;D6R9Y1	Q9BPZ3;D6RA77	4;3;1	4;3;1	4;3;1	Polyadenylate-binding protein-interacting protein 2	PAIP2	3	4	4	4
Q9BQ15-2;Q9BQ15	Q9BQ15-2;Q9BQ15	1;1	1;1	1;1	SOSS complex subunit B1	NABP2	2	1	1	1
Q9BQ24;Q9BQ24-2	Q9BQ24;Q9BQ24-2	2;2	2;2	2;2	Zinc finger FYVE domain-containing protein 21	ZFYVE21	2	2	2	2
Q9BQ39;A0A087WVC1	Q9BQ39;A0A087WVC1	15;13	13;11	13;11	ATP-dependent RNA helicase DDX50	DDX50	2	15	13	13
Q9BQ52;G5E9D5;Q9BQ52-4;E7ES68;Q9BQ52-3;Q9BQ52-2;V9GYS7;H7C2I4;J3QRS2;V9GYU5;J3QL08;V9GZ72;J3QLK4	Q9BQ52;G5E9D5;Q9BQ52-4;E7ES68;Q9BQ52-3	39;37;36;29;22;17;10;8;6;6;6;6;4	39;37;36;29;22;17;10;8;6;6;6;6;4	39;37;36;29;22;17;10;8;6;6;6;6;4	Zinc phosphodiesterase ELAC protein 2	ELAC2	13	39	39	39
Q9BQ67;M0QX71	Q9BQ67	11;4	11;4	11;4	Glutamate-rich WD repeat-containing protein 1	GRWD1	2	11	11	11
Q9BQ69	Q9BQ69	6	6	6	O-acetyl-ADP-ribose deacetylase MACROD1	MACROD1	1	6	6	6
Q9BQ70;Q9H7D3;H3BSP8;H3BMJ8;H3BTU3;H3BQ53;H3BS87;H3BSS3;Q9H384;H3BRP4	Q9BQ70;Q9H7D3;H3BSP8;H3BMJ8;H3BTU3;H3BQ53	8;5;5;4;4;4;3;2;2;1	8;5;5;4;4;4;3;2;2;1	8;5;5;4;4;4;3;2;2;1	Transcription factor 25	TCF25	10	8	8	8
Q9BQ95;J3KTF5;Q9BQ95-4;Q9BQ95-2;K7EN32;K7EPL5;Q9BQ95-3;K7EIK2;K7EJG5;K7EJI1	Q9BQ95;J3KTF5;Q9BQ95-4;Q9BQ95-2;K7EN32	6;4;4;4;3;2;2;1;1;1	6;4;4;4;3;2;2;1;1;1	6;4;4;4;3;2;2;1;1;1	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	ECSIT	10	6	6	6
Q9BQA1;Q9BQA1-2;H0Y711	Q9BQA1;Q9BQA1-2;H0Y711	15;10;8	15;10;8	15;10;8	Methylosome protein 50	WDR77	3	15	15	15
Q9BQC3;Q9BQC3-3;H0YCR5;Q9BQC3-2;E9PLL2;E9PMH7;E9PJH6	Q9BQC3;Q9BQC3-3	7;4;3;3;2;2;1	7;4;3;3;2;2;1	7;4;3;3;2;2;1	Diphthamide biosynthesis protein 2	DPH2	7	7	7	7
Q9BQC6	Q9BQC6	2	2	2	Ribosomal protein 63, mitochondrial	MRPL57	1	2	2	2
Q9BQE3;F5H5D3;A0A1W2PQM2	Q9BQE3;F5H5D3;A0A1W2PQM2	39;38;20	5;5;4	3;3;2	Tubulin alpha-1C chain	TUBA1C	3	39	5	3
Q9BQG0;Q9BQG0-2;I3L1L3;I3L311;I3L2H8	Q9BQG0;Q9BQG0-2;I3L1L3	24;24;21;1;1	24;24;21;1;1	24;24;21;1;1	Myb-binding protein 1A	MYBBP1A	5	24	24	24
Q9BQG2;E7EM93	Q9BQG2;E7EM93	13;11	13;11	13;11	Peroxisomal NADH pyrophosphatase NUDT12	NUDT12	2	13	13	13
Q9BQI0-3;Q9BQI0;Q9BQI0-2;Q5JUP3;Q9BQI0-4	Q9BQI0-3;Q9BQI0;Q9BQI0-2	4;4;4;1;1	4;4;4;1;1	1;1;1;1;1	Allograft inflammatory factor 1-like	AIF1L	5	4	4	1
Q9BQL6;G3V1L6;Q9BQL6-4;Q9BQL6-2;Q9BQL6-3	Q9BQL6;G3V1L6;Q9BQL6-4;Q9BQL6-2	3;2;2;2;1	2;1;1;1;1	2;1;1;1;1	Fermitin family homolog 1	FERMT1	5	3	2	2
Q9BQP7;Q5QPE8;Q5QPE7	Q9BQP7;Q5QPE8	13;7;6	13;7;6	13;7;6	Mitochondrial genome maintenance exonuclease 1	MGME1	3	13	13	13
Q9BQS8;Q9BQS8-4;C9J2W6;H7BZ74	Q9BQS8;Q9BQS8-4	6;6;1;1	6;6;1;1	6;6;1;1	FYVE and coiled-coil domain-containing protein 1	FYCO1	4	6	6	6
Q9BQT8-2;Q9BQT8	Q9BQT8-2;Q9BQT8	1;1	1;1	1;1	Mitochondrial 2-oxodicarboxylate carrier	SLC25A21	2	1	1	1
Q9BR61;A0A2R8Y544	Q9BR61;A0A2R8Y544	7;6	7;6	7;6	Acyl-CoA-binding domain-containing protein 6	ACBD6	2	7	7	7
Q9BR76;A0A087WW53;F5H390;F5H0D2	Q9BR76	14;6;6;2	14;6;6;2	14;6;6;2	Coronin-1B	CORO1B	4	14	14	14
Q9BRA2;I3L2R6;I3L0K2;I3L3M7	Q9BRA2;I3L2R6;I3L0K2;I3L3M7	8;6;4;4	8;6;4;4	8;6;4;4	Thioredoxin domain-containing protein 17	TXNDC17	4	8	8	8
Q9BRF8;Q9BRF8-2;Q9BRF8-3	Q9BRF8;Q9BRF8-2;Q9BRF8-3	8;6;4	8;6;4	8;6;4	Serine/threonine-protein phosphatase CPPED1	CPPED1	3	8	8	8
Q9BRG1;K7ENE3;K7EKV4;K7EP45	Q9BRG1;K7ENE3;K7EKV4	14;9;9;3	14;9;9;3	14;9;9;3	Vacuolar protein-sorting-associated protein 25	VPS25	4	14	14	14
Q9BRK5;Q9BRK5-6;G3V1E2;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2;H0Y3T6;Q9BRK5-5	Q9BRK5;Q9BRK5-6;G3V1E2;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2	11;8;7;7;7;6;5;3	11;8;7;7;7;6;5;3	11;8;7;7;7;6;5;3	45 kDa calcium-binding protein	SDF4	8	11	11	11
Q9BRL6-2;Q9BRL6	Q9BRL6-2;Q9BRL6	4;4	2;2	2;2	Serine/arginine-rich splicing factor 8	SRSF8	2	4	2	2
Q9BRP1;U3KQA4	Q9BRP1	6;2	4;0	4;0	Programmed cell death protein 2-like	PDCD2L	2	6	4	4
Q9BRP8-2;Q9BRP8	Q9BRP8-2;Q9BRP8	9;9	9;9	9;9	Partner of Y14 and mago	WIBG	2	9	9	9
Q9BRR6-2;Q9BRR6;Q9BRR6-3;Q9BRR6-4;H3BRS6;H3BTH4;H3BN66;Q9BRR6-6;Q9BRR6-5	Q9BRR6-2;Q9BRR6;Q9BRR6-3;Q9BRR6-4	8;8;5;4;3;1;1;1;1	8;8;5;4;3;1;1;1;1	8;8;5;4;3;1;1;1;1	ADP-dependent glucokinase	ADPGK	9	8	8	8
Q9BRS2	Q9BRS2	5	5	5	Serine/threonine-protein kinase RIO1	RIOK1	1	5	5	5
Q9BRT2;V5IRT4;Q5TAQ0	Q9BRT2;V5IRT4;Q5TAQ0	3;3;2	3;3;2	3;3;2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	UQCC2	3	3	3	3
Q9BRT6	Q9BRT6	2	2	2	Protein LLP homolog	LLPH	1	2	2	2
Q9BRT9;E5RFF9;E5RH56;Q9BRT9-2	Q9BRT9;E5RFF9	12;10;5;5	12;10;5;5	12;10;5;5	DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5	GINS4	4	12	12	12
Q9BRV8;Q9BRV8-2	Q9BRV8;Q9BRV8-2	3;3	3;3	3;3	Suppressor of IKBKE 1	SIKE1	2	3	3	3
Q9BRX2	Q9BRX2	6	6	6	Protein pelota homolog	PELO	1	6	6	6
Q9BRX5;Q9BRX5-3;Q9BRX5-2	Q9BRX5;Q9BRX5-3;Q9BRX5-2	13;11;7	13;11;7	13;11;7	DNA replication complex GINS protein PSF3	GINS3	3	13	13	13
Q9BRX8-2;Q9BRX8	Q9BRX8-2;Q9BRX8	9;9	9;9	9;9	Redox-regulatory protein FAM213A	FAM213A	2	9	9	9
Q9BS26	Q9BS26	21	21	21	Endoplasmic reticulum resident protein 44	ERP44	1	21	21	21
Q9BSF4;K7ENF5	Q9BSF4	5;1	5;1	5;1	Uncharacterized protein C19orf52	C19orf52	2	5	5	5
Q9BSH4	Q9BSH4	15	15	15	Translational activator of cytochrome c oxidase 1	TACO1	1	15	15	15
Q9BSH5	Q9BSH5	4	4	4	Haloacid dehalogenase-like hydrolase domain-containing protein 3	HDHD3	1	4	4	4
Q9BSJ2;Q9BSJ2-4;F2Z2B9;Q9BSJ2-3;R4GMM4;B3KTU7	Q9BSJ2;Q9BSJ2-4;F2Z2B9	7;7;6;3;1;1	7;7;6;3;1;1	7;7;6;3;1;1	Gamma-tubulin complex component 2	TUBGCP2	6	7	7	7
Q9BSJ8-2;Q9BSJ8;F8VZB1	Q9BSJ8-2;Q9BSJ8	36;36;4	36;36;4	36;36;4	Extended synaptotagmin-1	ESYT1	3	36	36	36
Q9BSL1	Q9BSL1	6	6	6	Ubiquitin-associated domain-containing protein 1	UBAC1	1	6	6	6
Q9BSV6;B0V3J0;A9C4B9;A0A0G2JNK5;E7EQB3	Q9BSV6;B0V3J0;A9C4B9;A0A0G2JNK5;E7EQB3	8;7;7;7;7	8;7;7;7;7	8;7;7;7;7	tRNA-splicing endonuclease subunit Sen34	TSEN34	5	8	8	8
Q9BSY4;Q9BSY4-2;F8WC14	Q9BSY4;Q9BSY4-2	5;4;2	5;4;2	5;4;2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	CHCHD5	3	5	5	5
Q9BSY9-2;Q9BSY9	Q9BSY9-2;Q9BSY9	2;2	2;2	2;2	Desumoylating isopeptidase 2	DESI2	2	2	2	2
Q9BT09;A0A0C4DFY8	Q9BT09	5;1	5;1	5;1	Protein canopy homolog 3	CNPY3	2	5	5	5
Q9BT22;Q9BT22-2;K7EID2;K7EPU3;A0A087WZJ8;Q6GMV1	Q9BT22;Q9BT22-2;K7EID2	4;3;2;1;1;1	4;3;2;1;1;1	4;3;2;1;1;1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	6	4	4	4
Q9BT25-2;Q9BT25-3;Q9BT25	Q9BT25-2;Q9BT25-3;Q9BT25	3;3;3	3;3;3	3;3;3	HAUS augmin-like complex subunit 8	HAUS8	3	3	3	3
Q9BT30;M0QZH2;M0QZI0	Q9BT30;M0QZH2;M0QZI0	2;1;1	2;1;1	2;1;1	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial	ALKBH7	3	2	2	2
Q9BT67-2;Q9BT67	Q9BT67-2;Q9BT67	1;1	1;1	1;1	NEDD4 family-interacting protein 1	NDFIP1	2	1	1	1
Q9BT73	Q9BT73	4	4	4	Proteasome assembly chaperone 3	PSMG3	1	4	4	4
Q9BT78;D6RFN0;D6RAX7;Q9BT78-2;D6RD63;D6REK7	Q9BT78;D6RFN0;D6RAX7;Q9BT78-2;D6RD63	24;23;21;20;17;2	24;23;21;20;17;2	24;23;21;20;17;2	COP9 signalosome complex subunit 4	COPS4	6	24	24	24
Q9BTE3-2;Q9BTE3;Q9BTE3-3	Q9BTE3-2;Q9BTE3;Q9BTE3-3	27;26;20	27;26;20	27;26;20	Mini-chromosome maintenance complex-binding protein	MCMBP	3	27	27	27
Q9BTE6;C9J5N1;Q9BTE6-2;Q9BTE6-3;L7N2F4;K7EQ85;H7C1K1;K7N799;L7N2F5;H7C054	Q9BTE6;C9J5N1;Q9BTE6-2;Q9BTE6-3	13;12;12;12;4;2;1;1;1;1	13;12;12;12;4;2;1;1;1;1	13;12;12;12;4;2;1;1;1;1	Alanyl-tRNA editing protein Aarsd1	AARSD1;PTGES3L-AARSD1	10	13	13	13
Q9BTE7;H0YCN4;E9PM04;E9PQV9;J3QQL8	Q9BTE7;H0YCN4;E9PM04	11;8;6;3;1	11;8;6;3;1	11;8;6;3;1	DCN1-like protein 5;DCN1-like protein	DCUN1D5	5	11	11	11
Q9BTK6;H3BTX0	Q9BTK6;H3BTX0	2;1	2;1	2;1	PAXIP1-associated glutamate-rich protein 1	PAGR1	2	2	2	2
Q9BTM9-3;Q9BTM9;Q9BTM9-2	Q9BTM9-3;Q9BTM9;Q9BTM9-2	2;2;2	2;2;2	2;2;2	Ubiquitin-related modifier 1	URM1	3	2	2	2
Q9BTT0;Q9BTT0-2;Q5TB19;E9PLC4;E9PPH5;Q5TB25	Q9BTT0;Q9BTT0-2;Q5TB19;E9PLC4	12;7;6;6;4;3	12;7;6;6;4;3	3;3;3;3;0;0	Acidic leucine-rich nuclear phosphoprotein 32 family member E	ANP32E	6	12	12	3
Q9BTT6;Q9BTT6-2	Q9BTT6;Q9BTT6-2	5;4	2;1	2;1	Leucine-rich repeat-containing protein 1	LRRC1	2	5	2	2
Q9BTU6;E9PAM4	Q9BTU6;E9PAM4	6;4	6;4	6;4	Phosphatidylinositol 4-kinase type 2-alpha	PI4K2A	2	6	6	6
Q9BTV4;V9GY05	Q9BTV4	12;2	12;2	12;2	Transmembrane protein 43	TMEM43	2	12	12	12
Q9BTV5;M0R366;M0R2F6;M0R1R0	Q9BTV5;M0R366	10;9;4;2	10;9;4;2	10;9;4;2	Fibronectin type III and SPRY domain-containing protein 1	FSD1	4	10	10	10
Q9BTV6	Q9BTV6	6	6	6	Diphthine methyltransferase	DPH7	1	6	6	6
Q9BTX1-6;Q9BTX1-5;Q9BTX1-2;Q9BTX1;Q9BTX1-4;Q9BTX1-3	Q9BTX1-6;Q9BTX1-5;Q9BTX1-2;Q9BTX1;Q9BTX1-4;Q9BTX1-3	6;6;6;6;5;4	6;6;6;6;5;4	6;6;6;6;5;4	Nucleoporin NDC1	NDC1	6	6	6	6
Q9BTY2;Q7Z6V2;Q9BTY2-2	Q9BTY2	5;2;1	5;2;1	5;2;1	Plasma alpha-L-fucosidase	FUCA2	3	5	5	5
Q9BTY7;E9PIX0	Q9BTY7	11;2	11;2	11;2	Protein HGH1 homolog	HGH1	2	11	11	11
Q9BTZ2-8;Q9BTZ2-4;Q9BTZ2;F5GWZ1;Q9BTZ2-3;Q9BTZ2-7;Q9BTZ2-2;Q9BTZ2-5;F6TD35;E9PFL3;H0YN69;Q6PKH6;Q6PKH6-2;A0A087WXI8;P0CG22;H0YNP7	Q9BTZ2-8;Q9BTZ2-4;Q9BTZ2;F5GWZ1;Q9BTZ2-3;Q9BTZ2-7;Q9BTZ2-2;Q9BTZ2-5	7;7;7;4;4;4;4;4;3;3;3;3;3;2;2;1	7;7;7;4;4;4;4;4;3;3;3;3;3;2;2;1	7;7;7;4;4;4;4;4;3;3;3;3;3;2;2;1	Dehydrogenase/reductase SDR family member 4	DHRS4	16	7	7	7
Q9BU02;G3V5B9;G3V5Q5;Q9BU02-2;H0YJU8	Q9BU02	9;4;4;4;1	9;4;4;4;1	9;4;4;4;1	Thiamine-triphosphatase	THTPA	5	9	9	9
Q9BU23;Q9BU23-2;Q9BU23-3	Q9BU23;Q9BU23-2;Q9BU23-3	4;4;3	4;4;3	4;4;3	Lipase maturation factor 2	LMF2	3	4	4	4
Q9BU61;Q9BU61-2	Q9BU61;Q9BU61-2	6;4	6;4	6;4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	NDUFAF3	2	6	6	6
Q9BU76-3;Q9BU76-4;Q9BU76;Q9BU76-2	Q9BU76-3;Q9BU76-4;Q9BU76;Q9BU76-2	2;2;2;1	2;2;2;1	2;2;2;1	Multiple myeloma tumor-associated protein 2	MMTAG2	4	2	2	2
Q9BU89	Q9BU89	13	13	13	Deoxyhypusine hydroxylase	DOHH	1	13	13	13
Q9BUA3;H0YGK9;H0YGY5	Q9BUA3	8;1;1	8;1;1	8;1;1	Uncharacterized protein C11orf84	C11orf84	3	8	8	8
Q9BUB5-2;Q9BUB5;E9PMM8;E9PIA0;Q7Z319;Q9BUB5-3	Q9BUB5-2;Q9BUB5;E9PMM8;E9PIA0;Q7Z319;Q9BUB5-3	2;2;1;1;1;1	2;2;1;1;1;1	2;2;1;1;1;1	MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1;DKFZp686E14208	6	2	2	2
Q9BUB7-2;Q9BUB7	Q9BUB7-2;Q9BUB7	3;3	3;3	3;3	Transmembrane protein 70, mitochondrial	TMEM70	2	3	3	3
Q9BUE6;Q9BUE6-2;A0A1B0GTK6;Q5TBE2	Q9BUE6;Q9BUE6-2;A0A1B0GTK6	3;3;2;1	3;3;2;1	3;3;2;1	Iron-sulfur cluster assembly 1 homolog, mitochondrial	ISCA1	4	3	3	3
Q9BUF5;K7ESM5;K7EL29;K7EN98;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EPE5;K7ES63	Q9BUF5;K7ESM5	23;17;6;5;4;4;4;4;4;4;3	13;7;5;5;4;4;4;4;4;4;1	10;4;5;5;4;4;4;4;4;4;1	Tubulin beta-6 chain	TUBB6	11	23	13	10
Q9BUH6;Q9BUH6-2	Q9BUH6	6;1	6;1	6;1	Protein PAXX	C9orf142	2	6	6	6
Q9BUJ2-2;Q9BUJ2;A0A0A0MRA5;B7Z4B8;Q9BUJ2-4;Q9BUJ2-3;M0R3F1;M0QYZ0;M0R203;M0QZV6;M0R0K8;M0QYI8;M0QYM5;M0R247;A0A087X1I2	Q9BUJ2-2;Q9BUJ2;A0A0A0MRA5;B7Z4B8;Q9BUJ2-4;Q9BUJ2-3;M0R3F1;M0QYZ0	22;22;21;21;21;18;17;12;4;4;4;3;1;1;1	22;22;21;21;21;18;17;12;4;4;4;3;1;1;1	22;22;21;21;21;18;17;12;4;4;4;3;1;1;1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRNPUL1	15	22	22	22
Q9BUK6;Q9BUK6-2;A0A3B3IUD2;Q9BUK6-7;Q9BUK6-3;Q9BUK6-5;Q9BUK6-6;V9GYF2;Q9BUK6-4	Q9BUK6;Q9BUK6-2;A0A3B3IUD2;Q9BUK6-7;Q9BUK6-3;Q9BUK6-5	8;7;6;6;6;4;2;1;1	8;7;6;6;6;4;2;1;1	8;7;6;6;6;4;2;1;1	Protein misato homolog 1	MSTO1	9	8	8	8
Q9BUL5;Q9BUL5-4;I3L4Q4;Q9BUL5-3;A0A087WVQ2;I3L0Y2;I3L1N0;Q9BUL5-2;I3L410;I3L2W6;I3L0X3	Q9BUL5;Q9BUL5-4;I3L4Q4;Q9BUL5-3;A0A087WVQ2;I3L0Y2;I3L1N0;Q9BUL5-2	7;6;5;5;4;4;4;4;3;2;1	7;6;5;5;4;4;4;4;3;2;1	7;6;5;5;4;4;4;4;3;2;1	PHD finger protein 23	PHF23	11	7	7	7
Q9BUL8;C9J5C3;C9J6F3;C9JSA3;C9JND6;C9J363;C9J932;H7C5M9;F8WDF3	Q9BUL8;C9J5C3;C9J6F3;C9JSA3;C9JND6;C9J363	9;8;7;5;5;5;4;4;2	9;8;7;5;5;5;4;4;2	9;8;7;5;5;5;4;4;2	Programmed cell death protein 10	PDCD10	9	9	9	9
Q9BUL9	Q9BUL9	1	1	1	Ribonuclease P protein subunit p25	RPP25	1	1	1	1
