Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
Q9H840	Q9H840	5	5	5	Gem-associated protein 7	GEMIN7	1	5	5	5
Q9H845;H0Y8Z9;D6RCD8	Q9H845;H0Y8Z9	21;14;4	21;14;4	21;14;4	Acyl-CoA dehydrogenase family member 9, mitochondrial	ACAD9	3	21	21	21
Q9H857-2;Q9H857;Q9H857-3;Q9H857-4;H7C519;H7C4G8;C9J036	Q9H857-2;Q9H857;Q9H857-3;Q9H857-4	21;19;19;16;9;8;1	21;19;19;16;9;8;1	21;19;19;16;9;8;1	5-nucleotidase domain-containing protein 2	NT5DC2	7	21	21	21
Q9H871;Q9H871-2	Q9H871	13;3	13;3	13;3	Protein RMD5 homolog A	RMND5A	2	13	13	13
Q9H8G2;Q9H8G2-2;A0A3B3ISJ3	Q9H8G2;Q9H8G2-2	5;4;2	5;4;2	5;4;2	Caspase activity and apoptosis inhibitor 1	CAAP1	3	5	5	5
Q9H8M7;X6R9S5;X6RC30;X6RC97;Q9H8M7-2	Q9H8M7	7;3;3;2;2	7;3;3;2;2	7;3;3;2;2	Protein FAM188A	FAM188A	5	7	7	7
Q9H8V3-2;Q9H8V3-4;Q9H8V3;Q9H8V3-3;C9J1C4;C9JDB4;C9J0L6;C9JDV9;C9JTI2;H7C3G1;C9JB41	Q9H8V3-2;Q9H8V3-4;Q9H8V3;Q9H8V3-3	9;9;9;8;3;3;2;2;2;2;1	9;9;9;8;3;3;2;2;2;2;1	9;9;9;8;3;3;2;2;2;2;1	Protein ECT2	ECT2	11	9	9	9
Q9H8W4	Q9H8W4	3	3	3	Pleckstrin homology domain-containing family F member 2	PLEKHF2	1	3	3	3
Q9H8Y5;B8ZZS4;C9JQZ3;C9JS61;C9K022	Q9H8Y5;B8ZZS4	3;2;1;1;1	3;2;1;1;1	3;2;1;1;1	Ankyrin repeat and zinc finger domain-containing protein 1	ANKZF1	5	3	3	3
Q9H8Y8-3;Q9H8Y8;Q9H8Y8-2	Q9H8Y8-3;Q9H8Y8;Q9H8Y8-2	11;11;9	11;11;9	11;11;9	Golgi reassembly-stacking protein 2	GORASP2	3	11	11	11
Q9H900;Q9H900-2;H3BSG1	Q9H900;Q9H900-2	6;4;1	6;4;1	6;4;1	Protein zwilch homolog	ZWILCH	3	6	6	6
Q9H910;Q9H910-3;A6NGP5;H3BMV3;H3BMM8;B4E1P3;H3BS08	Q9H910;Q9H910-3;A6NGP5;H3BMV3	13;13;12;9;4;4;1	13;13;12;9;4;4;1	2;2;1;2;2;2;1	Hematological and neurological expressed 1-like protein	HN1L	7	13	13	2
Q9H920;E9PLR7;F8WDV7;C9JQY5;G3V148;Q9H920-2	Q9H920;E9PLR7;F8WDV7;C9JQY5;G3V148;Q9H920-2	2;1;1;1;1;1	2;1;1;1;1;1	2;1;1;1;1;1	RING finger protein 121	RNF121	6	2	2	2
Q9H936;E9PJH7;A0A0D9SFE1;A0A0D9SEI9;K4DIA8;K4DIB8;E9PS95;K4DIB3;K4DIB6;E9PQ36;E9PI74;A0A0D9SG84;K4DIA2;K4DIB0;A0A0D9SFA8;E9PJY0;A0A0A6YYN8;K4DIB4;Q9H1K4	Q9H936;E9PJH7;A0A0D9SFE1;A0A0D9SEI9;K4DIA8;K4DIB8;E9PS95;K4DIB3;K4DIB6	12;11;11;9;9;9;7;6;6;5;5;5;5;5;5;4;4;3;2	12;11;11;9;9;9;7;6;6;5;5;5;5;5;5;4;4;3;2	12;11;11;9;9;9;7;6;6;5;5;5;5;5;5;4;4;3;2	Mitochondrial glutamate carrier 1	SLC25A22	19	12	12	12
Q9H939;Q9H939-2	Q9H939;Q9H939-2	6;4	6;4	6;4	Proline-serine-threonine phosphatase-interacting protein 2	PSTPIP2	2	6	6	6
Q9H944;B7ZBQ3;A6PVP4;Q9H944-2;B7ZBQ1	Q9H944;B7ZBQ3;A6PVP4;Q9H944-2	5;4;3;3;1	5;4;3;3;1	5;4;3;3;1	Mediator of RNA polymerase II transcription subunit 20	MED20	5	5	5	5
Q9H974-2;Q9H974-3;Q9H974;Q9H974-4;C9JJ71	Q9H974-2;Q9H974-3;Q9H974;Q9H974-4	9;9;9;9;1	9;9;9;9;1	9;9;9;9;1	Queuine tRNA-ribosyltransferase subunit QTRTD1	QTRTD1	5	9	9	9
Q9H977;C9J016;B9A049	Q9H977;C9J016;B9A049	4;2;2	4;2;2	4;2;2	WD repeat-containing protein 54	WDR54	3	4	4	4
Q9H981;Q9H981-2;H0Y849;Q9H981-3;C9J7L6	Q9H981;Q9H981-2;H0Y849;Q9H981-3	10;9;6;5;1	10;9;6;5;1	10;9;6;5;1	Actin-related protein 8	ACTR8	5	10	10	10
Q9H993;F5GZY1	Q9H993;F5GZY1	16;10	16;10	16;10	Protein-glutamate O-methyltransferase	ARMT1	2	16	16	16
Q9H999;E5RHA5	Q9H999;E5RHA5	4;2	3;1	3;1	Pantothenate kinase 3	PANK3	2	4	3	3
Q9H9A5-2;Q9H9A5;Q9H9A5-6;Q9H9A5-4;Q9H9A5-3;E9PCN5;Q9H9A5-5;H7C0K1;H7C1X9	Q9H9A5-2;Q9H9A5;Q9H9A5-6;Q9H9A5-4;Q9H9A5-3;E9PCN5;Q9H9A5-5;H7C0K1	18;18;17;16;16;13;13;9;1	18;18;17;16;16;13;13;9;1	18;18;17;16;16;13;13;9;1	CCR4-NOT transcription complex subunit 10	CNOT10	9	18	18	18
Q9H9A6	Q9H9A6	26	26	26	Leucine-rich repeat-containing protein 40	LRRC40	1	26	26	26
Q9H9B4;D6RFI0;S4R2X2;D6RDG7;D6RAE9	Q9H9B4;D6RFI0;S4R2X2	19;11;10;9;4	19;11;10;9;4	18;11;10;9;4	Sideroflexin-1	SFXN1	5	19	19	18
Q9H9F9	Q9H9F9	5	5	5	Actin-related protein 5	ACTR5	1	5	5	5
Q9H9H4;F5H4M0;F5H1F6	Q9H9H4;F5H4M0;F5H1F6	9;8;5	9;8;5	9;8;5	Vacuolar protein sorting-associated protein 37B	VPS37B	3	9	9	9
Q9H9J2	Q9H9J2	13	13	13	39S ribosomal protein L44, mitochondrial	MRPL44	1	13	13	13
Q9H9L3	Q9H9L3	4	4	4	Interferon-stimulated 20 kDa exonuclease-like 2	ISG20L2	1	4	4	4
Q9H9P8;C9JVN9;Q9H9P8-2;G3V272;G3V5S1	Q9H9P8;C9JVN9;Q9H9P8-2	18;16;16;6;4	18;16;16;6;4	18;16;16;6;4	L-2-hydroxyglutarate dehydrogenase, mitochondrial	L2HGDH	5	18	18	18
Q9H9Q2;J3KQ34;A0A087X1P5;Q9H9Q2-2;J3QT73	Q9H9Q2;J3KQ34;A0A087X1P5;Q9H9Q2-2;J3QT73	11;10;8;8;6	11;10;8;8;6	4;4;4;4;4	COP9 signalosome complex subunit 7b	COPS7B	5	11	11	4
Q9H9Q4;Q9H9Q4-2;H7C0G7;C9JWV4;G5E9Q8	Q9H9Q4;Q9H9Q4-2;H7C0G7;C9JWV4;G5E9Q8	8;7;5;5;4	8;7;5;5;4	8;7;5;5;4	Non-homologous end-joining factor 1	NHEJ1	5	8	8	8
Q9H9T3;Q9H9T3-2;B4DKA4;Q9H9T3-4;Q9H9T3-5;H0YAP7;E5RHY2;E5RIC0;E5RIZ7;E5RHR2;E5RG26;H0YC54	Q9H9T3;Q9H9T3-2;B4DKA4;Q9H9T3-4;Q9H9T3-5	13;12;10;10;10;4;2;2;2;2;1;1	13;12;10;10;10;4;2;2;2;2;1;1	13;12;10;10;10;4;2;2;2;2;1;1	Elongator complex protein 3	ELP3	12	13	13	13
Q9H9Y4;Q5JYG4	Q9H9Y4;Q5JYG4	3;2	3;2	3;2	GPN-loop GTPase 2	GPN2	2	3	3	3
Q9H9Y6-5;Q9H9Y6-2;Q9H9Y6;Q9H9Y6-3;Q9H9Y6-4;H7C0D9	Q9H9Y6-5;Q9H9Y6-2;Q9H9Y6;Q9H9Y6-3;Q9H9Y6-4	4;4;4;4;3;1	4;4;4;4;3;1	4;4;4;4;3;1	DNA-directed RNA polymerase I subunit RPA2	POLR1B	6	4	4	4
Q9HA47-3;Q9HA47;Q9HA47-4;G3V170;Q9HA47-2	Q9HA47-3;Q9HA47;Q9HA47-4;G3V170;Q9HA47-2	6;6;6;4;4	5;5;5;4;4	5;5;5;4;4	Uridine-cytidine kinase 1	UCK1	5	6	5	5
Q9HA64;I3L139;I3L2G3;I3L3W5;I3L407;I3L2K8;I3L378	Q9HA64;I3L139;I3L2G3	10;7;5;4;2;1;1	10;7;5;4;2;1;1	10;7;5;4;2;1;1	Ketosamine-3-kinase	FN3KRP	7	10	10	10
Q9HA77;H0YFF0;F5H579;A0A087WWV1	Q9HA77	8;2;2;1	8;2;2;1	8;2;2;1	Probable cysteine--tRNA ligase, mitochondrial	CARS2	4	8	8	8
Q9HAB8;Q9HAB8-2;Q5VVM3	Q9HAB8;Q9HAB8-2	5;3;2	5;3;2	5;3;2	Phosphopantothenate--cysteine ligase	PPCS	3	5	5	5
Q9HAT2-2;Q9HAT2	Q9HAT2-2;Q9HAT2	1;1	1;1	1;1	Sialate O-acetylesterase	SIAE	2	1	1	1
Q9HAU5-2;Q9HAU5	Q9HAU5-2;Q9HAU5	8;8	8;8	8;8	Regulator of nonsense transcripts 2	UPF2	2	8	8	8
Q9HAV4;H0Y3W3;E2QRM3;H0Y9I3;H0Y3Q8;H0YA57	Q9HAV4	51;8;5;5;1;1	51;8;5;5;1;1	51;8;5;5;1;1	Exportin-5	XPO5	6	51	51	51
Q9HAV7	Q9HAV7	16	16	16	GrpE protein homolog 1, mitochondrial	GRPEL1	1	16	16	16
Q9HAW4-3;Q9HAW4;E7ESG2;Q9HAW4-2	Q9HAW4-3;Q9HAW4;E7ESG2;Q9HAW4-2	7;7;6;6	7;7;6;6	7;7;6;6	Claspin	CLSPN	4	7	7	7
Q9HB07;F8VQQ3;F8VR84;H3BPH3	Q9HB07;F8VQQ3;F8VR84	15;12;9;2	15;12;9;2	15;12;9;2	UPF0160 protein MYG1, mitochondrial	C12orf10	4	15	15	15
Q9HB20	Q9HB20	2	2	2	Pleckstrin homology domain-containing family A member 3	PLEKHA3	1	2	2	2
Q9HB40;Q9HB40-2;I3L4Z9;I3L4Z3;I3L506	Q9HB40;Q9HB40-2	8;4;3;2;1	8;4;3;2;1	8;4;3;2;1	Retinoid-inducible serine carboxypeptidase	SCPEP1	5	8	8	8
Q9HB66	Q9HB66	1	1	1	NA	MKKS	1	1	1	1
Q9HB71;Q9HB71-3;B2ZWH1;Q9HB71-2	Q9HB71;Q9HB71-3	26;20;6;6	26;20;6;6	26;20;6;6	Calcyclin-binding protein	CACYBP	4	26	26	26
Q9HBD1-6;Q9HBD1-4;Q9HBD1	Q9HBD1-6;Q9HBD1-4;Q9HBD1	2;2;2	2;2;2	2;2;2	Roquin-2	RC3H2	3	2	2	2
Q9HBE1-2	Q9HBE1-2	7	7	1	POZ-, AT hook-, and zinc finger-containing protein 1	PATZ1	1	7	7	1
Q9HBG6-5;Q9HBG6-9;Q9HBG6-4;Q9HBG6-6;Q9HBG6-3;Q9HBG6;Q9HBG6-10;Q9HBG6-7;Q9HBG6-8;D6RAF7;Q9HBG6-11;H0YAG6;H0Y978;H0Y9I6;H0Y9E1;H0Y8I2;H0Y9E5;H0YAG9	Q9HBG6-5;Q9HBG6-9;Q9HBG6-4;Q9HBG6-6;Q9HBG6-3;Q9HBG6;Q9HBG6-10;Q9HBG6-7;Q9HBG6-8	3;3;3;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1	3;3;3;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1	3;3;3;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1	Intraflagellar transport protein 122 homolog	IFT122	18	3	3	3
Q9HBH5	Q9HBH5	5	5	5	Retinol dehydrogenase 14	RDH14	1	5	5	5
Q9HBI1;Q9HBI1-3;Q9HBI1-2;A0A087WZB5;B0QYP8	Q9HBI1;Q9HBI1-3;Q9HBI1-2;A0A087WZB5;B0QYP8	8;7;7;6;5	8;7;7;6;5	7;6;6;5;5	Beta-parvin	PARVB	5	8	8	7
Q9HBL7	Q9HBL7	2	2	2	Plasminogen receptor (KT)	PLGRKT	1	2	2	2
Q9HBL8;I3L543;I3L1Y8;I3L3I6;I3L3Z0;I3L0Y6	Q9HBL8;I3L543;I3L1Y8;I3L3I6;I3L3Z0	7;5;5;5;4;1	7;5;5;5;4;1	7;5;5;5;4;1	NmrA-like family domain-containing protein 1	NMRAL1	6	7	7	7
Q9HBM1;C9JW94	Q9HBM1	11;5	11;5	11;5	Kinetochore protein Spc25	SPC25	2	11	11	11
Q9HBM6;D6RHW1;D6RIY1;D6RGK3;D6RIV9;D6RIE8	Q9HBM6;D6RHW1;D6RIY1;D6RGK3;D6RIV9;D6RIE8	5;3;3;3;3;3	5;3;3;3;3;3	2;0;0;0;0;0	Transcription initiation factor TFIID subunit 9B	TAF9B;TAF9	6	5	5	2
Q9HC07;V9GY93;Q9HC07-2;D6RBL0;D6RD79	Q9HC07;V9GY93;Q9HC07-2	5;3;3;1;1	5;3;3;1;1	5;3;3;1;1	Transmembrane protein 165	TMEM165	5	5	5	5
Q9HC21-2;Q9HC21;J3KSB1;J3KSI7;J3QL84;J3KS44;J3QLV3;J3KRY6	Q9HC21-2;Q9HC21;J3KSB1;J3KSI7;J3QL84;J3KS44;J3QLV3;J3KRY6	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	Mitochondrial thiamine pyrophosphate carrier	SLC25A19	8	2	2	2
Q9HC35;Q9HC35-2;B5MBZ0	Q9HC35;Q9HC35-2;B5MBZ0	34;33;32	34;33;32	34;33;32	Echinoderm microtubule-associated protein-like 4	EML4	3	34	34	34
Q9HC36;I3L443;I3L0T6	Q9HC36	11;5;2	11;5;2	11;5;2	rRNA methyltransferase 3, mitochondrial	RNMTL1	3	11	11	11
Q9HC38-2;F6TLX2;Q9HC38;I3L3Q4;Q9HC38-3;I3L1I0;I3L1F4;I3NI27;I3NI24;I3L2C2;I3L277	Q9HC38-2;F6TLX2;Q9HC38;I3L3Q4;Q9HC38-3	24;23;20;17;12;5;4;2;2;2;2	24;23;20;17;12;5;4;2;2;2;2	24;23;20;17;12;5;4;2;2;2;2	Glyoxalase domain-containing protein 4	GLOD4	11	24	24	24
Q9HCC0;Q9HCC0-2;D6RD67;D6RDF7;D6R9R1;A0A0G2JM88	Q9HCC0;Q9HCC0-2;D6RD67	29;27;16;12;10;6	29;27;16;12;10;6	29;27;16;12;10;6	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	MCCC2	6	29	29	29
Q9HCE1;Q5JR04;Q9HCE1-2;Q9HCE1-3	Q9HCE1;Q5JR04;Q9HCE1-2	24;22;19;1	24;22;19;1	24;22;19;1	Putative helicase MOV-10	MOV10	4	24	24	24
Q9HCE5;A0A0D9SFW0;A0A0D9SF88;D6RBL4;D6RD73	Q9HCE5;A0A0D9SFW0	8;4;3;2;1	8;4;3;2;1	8;4;3;2;1	N6-adenosine-methyltransferase subunit METTL14	METTL14	5	8	8	8
Q9HCJ3-2;Q9HCJ3;E9PE10	Q9HCJ3-2;Q9HCJ3	10;9;4	10;9;4	10;9;4	Ribonucleoprotein PTB-binding 2	RAVER2	3	10	10	10
Q9HCK8;A0A2R8Y840;Q9HCK8-2;H0YJG4;A0A2R8Y4P3;A0A2R8Y808;A0A2R8YFT4;G3V2T9;A0A2R8YFI9;H0YJA4	Q9HCK8;A0A2R8Y840;Q9HCK8-2;H0YJG4	32;27;27;18;15;12;7;3;1;1	32;27;27;18;15;12;7;3;1;1	27;22;22;13;15;12;7;3;1;1	Chromodomain-helicase-DNA-binding protein 8	CHD8	10	32	32	27
Q9HCM4-3;Q9HCM4;Q9HCM4-4;Q9HCM4-2;Q9H329-2;Q9H329	Q9HCM4-3;Q9HCM4;Q9HCM4-4;Q9HCM4-2	9;9;8;6;1;1	9;9;8;6;1;1	9;9;8;6;1;1	Band 4.1-like protein 5	EPB41L5	6	9	9	9
Q9HCN4;Q9HCN4-4;Q9HCN4-5;Q9HCN4-2;Q9HCN4-3;F8WD09	Q9HCN4;Q9HCN4-4;Q9HCN4-5;Q9HCN4-2;Q9HCN4-3	8;7;7;6;5;1	8;7;7;6;5;1	8;7;7;6;5;1	GPN-loop GTPase 1	GPN1	6	8	8	8
Q9HCN8	Q9HCN8	8	8	8	Stromal cell-derived factor 2-like protein 1	SDF2L1	1	8	8	8
Q9HCS7	Q9HCS7	9	9	9	Pre-mRNA-splicing factor SYF1	XAB2	1	9	9	9
Q9HCU5;B5MC98;F8WCS5;H7C2N7	Q9HCU5;B5MC98	6;5;1;1	6;5;1;1	6;5;1;1	Prolactin regulatory element-binding protein	PREB	4	6	6	6
Q9HD15;R4GMW4	Q9HD15	8;2	8;2	8;2	Steroid receptor RNA activator 1	SRA1	2	8	8	8
Q9HD20;Q9HD20-2;H7C3H2;Q9HD20-3	Q9HD20;Q9HD20-2	10;8;1;1	10;8;1;1	10;8;1;1	Manganese-transporting ATPase 13A1	ATP13A1	4	10	10	10
Q9HD26-2;Q9HD26;F5H1Y4;Q9HD26-3;A0A0J9YVX5	Q9HD26-2;Q9HD26;F5H1Y4;Q9HD26-3	20;20;17;12;7	20;20;17;12;7	20;20;17;12;7	Golgi-associated PDZ and coiled-coil motif-containing protein	GOPC	5	20	20	20
Q9HD33;Q9HD33-2;Q9HD33-3	Q9HD33;Q9HD33-2;Q9HD33-3	12;12;6	12;12;6	12;12;6	39S ribosomal protein L47, mitochondrial	MRPL47	3	12	12	12
Q9HD42;F8VUA2;F8VVT7;F5H875;Q9HD42-2	Q9HD42;F8VUA2;F8VVT7	7;6;6;3;1	7;6;6;3;1	7;6;6;3;1	Charged multivesicular body protein 1a	CHMP1A	5	7	7	7
Q9HD45;Q5TB53	Q9HD45;Q5TB53	7;4	7;4	7;4	Transmembrane 9 superfamily member 3	TM9SF3	2	7	7	7
Q9HD47;Q9HD47-2;Q9HD47-4;Q9HD47-3	Q9HD47;Q9HD47-2;Q9HD47-4;Q9HD47-3	5;4;3;3	5;4;3;3	5;4;3;3	Ran guanine nucleotide release factor	RANGRF	4	5	5	5
Q9HDC5	Q9HDC5	4	4	4	Junctophilin-1	JPH1	1	4	4	4
Q9HDC9;H0Y512;Q9HDC9-2	Q9HDC9;H0Y512;Q9HDC9-2	19;16;16	19;16;16	19;16;16	Adipocyte plasma membrane-associated protein	APMAP	3	19	19	19
Q9NNW5;A0A087X295;E9PDU5;E9PBK6;Q6PKC6;C9K020;E5RFX3;F8WE36;V9GZ65;C9JFP6;V9GYU1	Q9NNW5;A0A087X295;E9PDU5;E9PBK6	21;20;18;14;6;3;2;2;1;1;1	21;20;18;14;6;3;2;2;1;1;1	21;20;18;14;6;3;2;2;1;1;1	WD repeat-containing protein 6	WDR6	11	21	21	21
Q9NP50-2;Q9NP50	Q9NP50-2;Q9NP50	1;1	1;1	1;1	Protein FAM60A	FAM60A	2	1	1	1
Q9NP61-2;Q9NP61;H0Y6A0;B0QYV8	Q9NP61-2;Q9NP61;H0Y6A0	12;12;8;3	12;12;8;3	12;12;8;3	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	4	12	12	12
Q9NP72;Q9NP72-2;Q5W0J0;A0A087X163;Q9NP72-3;H0Y6T8	Q9NP72;Q9NP72-2;Q5W0J0;A0A087X163;Q9NP72-3;H0Y6T8	9;8;7;7;7;5	9;8;7;7;7;5	9;8;7;7;7;5	Ras-related protein Rab-18	RAB18	6	9	9	9
Q9NP73-2;A0A096LNJ4;A0A087WX43;D6RE84;A0A096LP10;A0A087WTT9;A0A1B0GVW6;Q9NP73;A0A096LNL2;Q9NP73-3;A0A087WT15	Q9NP73-2;A0A096LNJ4;A0A087WX43;D6RE84;A0A096LP10;A0A087WTT9;A0A1B0GVW6;Q9NP73	6;5;5;5;5;5;5;5;2;2;1	6;5;5;5;5;5;5;5;2;2;1	6;5;5;5;5;5;5;5;2;2;1	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	ALG13	11	6	6	6
Q9NP77;Q9NP77-2	Q9NP77;Q9NP77-2	13;7	13;7	13;7	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72	2	13	13	13
Q9NP92	Q9NP92	13	13	13	28S ribosomal protein S30, mitochondrial	MRPS30	1	13	13	13
Q9NP97;B1AKR6;Q8TF09;H3BNG9;H3BPA0;Q7Z4M1;H3BQI1;Q9NP97-2	Q9NP97;B1AKR6;Q8TF09	8;6;4;2;2;2;2;2	8;6;4;2;2;2;2;2	8;6;4;2;2;2;2;2	Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2	DYNLRB1;DYNLRB2	8	8	8	8
Q9NPA0;H0YDX2;H0YDT8	Q9NPA0;H0YDX2;H0YDT8	6;5;4	6;5;4	6;5;4	ER membrane protein complex subunit 7	EMC7	3	6	6	6
Q9NPA3	Q9NPA3	5	5	5	Mid1-interacting protein 1	MID1IP1	1	5	5	5
Q9NPA8-2;Q9NPA8;E5RHX8;J3KNT2;E5RI00;E5RHT9;E5RJ84	Q9NPA8-2;Q9NPA8;E5RHX8;J3KNT2;E5RI00;E5RHT9;E5RJ84	5;5;4;3;3;3;3	5;5;4;3;3;3;3	5;5;4;3;3;3;3	Transcription and mRNA export factor ENY2	ENY2	7	5	5	5
Q9NPB0	Q9NPB0	1	1	1	SAYSvFN domain-containing protein 1	SAYSD1	1	1	1	1
Q9NPD3;E9PI41;E9PPI9	Q9NPD3;E9PI41	8;5;3	8;5;3	8;5;3	Exosome complex component RRP41	EXOSC4	3	8	8	8
Q9NPD8;A0A2R8Y812	Q9NPD8	19;3	19;3	19;3	Ubiquitin-conjugating enzyme E2 T	UBE2T	2	19	19	19
Q9NPE3;H0YM60	Q9NPE3;H0YM60	2;1	2;1	2;1	H/ACA ribonucleoprotein complex subunit 3	NOP10	2	2	2	2
Q9NPF0;Q9NPF0-2	Q9NPF0;Q9NPF0-2	4;2	4;2	4;2	CD320 antigen	CD320	2	4	4	4
Q9NPF4;G3V445;G3V249	Q9NPF4	15;5;3	15;5;3	15;5;3	Probable tRNA N6-adenosine threonylcarbamoyltransferase	OSGEP	3	15	15	15
Q9NPH0;Q9NPH0-2;A0A087WYU6;A0A0A0MS36;V9GZ71;A0A087WW36;A0A087WWB7	Q9NPH0;Q9NPH0-2;A0A087WYU6;A0A0A0MS36;V9GZ71	10;7;6;6;5;4;1	10;7;6;6;5;4;1	10;7;6;6;5;4;1	Lysophosphatidic acid phosphatase type 6	ACP6	7	10	10	10
Q9NPH2;Q9NPH2-3;Q9NPH2-2;J3QS51;J3KRH4;J3QRY0;J3QRH1;J3QLD7;J3QKW9	Q9NPH2;Q9NPH2-3;Q9NPH2-2	21;20;19;9;4;2;2;2;1	21;20;19;9;4;2;2;2;1	21;20;19;9;4;2;2;2;1	Inositol-3-phosphate synthase 1	ISYNA1	9	21	21	21
Q9NPI1;Q9NPI1-2	Q9NPI1;Q9NPI1-2	2;2	2;2	2;2	Bromodomain-containing protein 7	BRD7	2	2	2	2
Q9NPI6-2;Q9NPI6;A0A087WT55;A0A087WVE6;A0A087WXD0	Q9NPI6-2;Q9NPI6	20;20;8;5;4	20;20;8;5;4	20;20;8;5;4	mRNA-decapping enzyme 1A	DCP1A	5	20	20	20
Q9NPJ3;Q9NPJ3-2	Q9NPJ3;Q9NPJ3-2	7;6	7;6	7;6	Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed	ACOT13	2	7	7	7
Q9NPJ6;Q5T911;Q9NPJ6-2	Q9NPJ6;Q5T911;Q9NPJ6-2	7;5;4	7;5;4	7;5;4	Mediator of RNA polymerase II transcription subunit 4	MED4	3	7	7	7
Q9NPL8;C9JU35;G3XA94;H7C5U1;F8WAU6;F8WB00;F8WC42;C9JR82	Q9NPL8;C9JU35;G3XA94	6;4;3;1;1;1;1;1	6;4;3;1;1;1;1;1	6;4;3;1;1;1;1;1	Complex I assembly factor TIMMDC1, mitochondrial	TIMMDC1	8	6	6	6
Q9NPQ8;Q9NPQ8-4;Q9NPQ8-3;Q9NPQ8-2;H0YEN0;E9PSI0;E9PI04;H0YE35;H0YC88;E9PMP0;E9PLE5;B7WPL0;Q9NVN3-4;Q9NVN3-3;Q9NVN3;Q9NVN3-1	Q9NPQ8;Q9NPQ8-4;Q9NPQ8-3;Q9NPQ8-2	21;20;20;19;10;6;4;3;2;1;1;1;1;1;1;1	21;20;20;19;10;6;4;3;2;1;1;1;1;1;1;1	21;20;20;19;10;6;4;3;2;1;1;1;1;1;1;1	Synembryn-A	RIC8A	16	21	21	21
Q9NQ29-2;Q9NQ29;Q9NQ29-3;A8MYV2;B8ZZ10;B8ZZ09;F8WBC1;F2Z322	Q9NQ29-2;Q9NQ29;Q9NQ29-3;A8MYV2;B8ZZ10	14;14;13;12;11;5;1;1	7;7;6;5;5;3;1;1	7;7;6;5;5;3;1;1	Putative RNA-binding protein Luc7-like 1	LUC7L	8	14	7	7
Q9NQ48;Q9NQ48-2;Q9NQ48-3;H7C488;C9J0R9	Q9NQ48;Q9NQ48-2;Q9NQ48-3;H7C488	13;12;11;10;2	13;12;11;10;2	13;12;11;10;2	Leucine zipper transcription factor-like protein 1	LZTFL1	5	13	13	13
Q9NQ50	Q9NQ50	7	7	7	39S ribosomal protein L40, mitochondrial	MRPL40	1	7	7	7
Q9NQ88;A0A0U1RQD1	Q9NQ88;A0A0U1RQD1	13;10	13;10	13;10	Fructose-2,6-bisphosphatase TIGAR	TIGAR	2	13	13	13
Q9NQ89	Q9NQ89	1	1	1	Protein C12orf4	C12orf4	1	1	1	1
Q9NQ92;J3QRX9;J3QRX4;J3QRX6;H9KV77	Q9NQ92;J3QRX9;J3QRX4;J3QRX6;H9KV77	2;1;1;1;1	2;1;1;1;1	2;1;1;1;1	Coordinator of PRMT5 and differentiation stimulator	COPRS	5	2	2	2
Q9NQA3	Q9NQA3	5	1	1	WAS protein family homolog 6	WASH6P	1	5	1	1
Q9NQC3-2;Q9NQC3-5;Q9NQC3;F8W914;Q9NQC3-4;H7C106;Q9NQC3-3;Q9NQC3-6;A0A0U1RQR6	Q9NQC3-2;Q9NQC3-5;Q9NQC3;F8W914;Q9NQC3-4	11;10;10;9;7;4;4;4;3	11;10;10;9;7;4;4;4;3	11;10;10;9;7;4;4;4;3	Reticulon-4;Reticulon	RTN4	9	11	11	11
Q9NQE9	Q9NQE9	5	5	5	Histidine triad nucleotide-binding protein 3	HINT3	1	5	5	5
Q9NQG5;E9PIQ9;A2A2M0;E9PQF3;A0A087X2D2;A0A087WUK3	Q9NQG5	19;9;6;5;4;2	12;2;6;2;4;2	12;2;6;2;4;2	Regulation of nuclear pre-mRNA domain-containing protein 1B	RPRD1B	6	19	12	12
Q9NQH7-4;Q9NQH7;Q9NQH7-2;Q9NQH7-3;Q9NQH7-5	Q9NQH7-4;Q9NQH7;Q9NQH7-2	15;15;14;5;5	15;15;14;5;5	15;15;14;5;5	Probable Xaa-Pro aminopeptidase 3	XPNPEP3	5	15	15	15
Q9NQP4;E9PQY2	Q9NQP4;E9PQY2	7;6	7;6	7;6	Prefoldin subunit 4	PFDN4	2	7	7	7
Q9NQR4;H7C579;F8WF70	Q9NQR4;H7C579	20;12;3	20;12;3	20;12;3	Omega-amidase NIT2	NIT2	3	20	20	20
Q9NQS1;H0YKR0	Q9NQS1	6;1	6;1	6;1	Cell death regulator Aven	AVEN	2	6	6	6
